"Source airport","Destination airport"
50853,IST,ROV
50854,IST,SVO
50858,KBP,SVO
50859,KEJ,SVO
50860,KGD,LED
50861,KGD,SVO
50862,KGF,LED
50863,KGF,SVO
50867,KHV,IKT
50868,KHV,KJA
50872,KHV,SVO
50874,KHV,VVO
50875,KJA,KHV
50876,KJA,LED
50877,KJA,SVO
50880,KRK,SVO
50882,KRR,EVN
50883,KRR,LED
50884,KRR,SVO
50885,KRR,SVX
50887,KUF,LED
50888,KUF,SVO
50890,KZN,SVO
50893,LBD,ROV
50894,LCA,LED
50896,LED,AAQ
50897,LED,AER
50902,LED,AYT
50907,LED,CEK
50914,LED,FRU
50918,LED,IST
50920,LED,KGD
50921,LED,KGF
50922,LED,KJA
50924,LED,KRR
50926,LED,KUF
50929,LED,LCA
50931,LED,MRV
50934,LED,NCE
50937,LED,OMS
50938,LED,OSS
50940,LED,PEE
50943,LED,ROV
50945,LED,SIP
50947,LED,SVO
50948,LED,SVX
50949,LED,SXF
50951,LED,TFS
50952,LED,TJM
50955,LED,UFA
50958,LED,VKO
50959,LHR,SVO
50961,MAD,SVO
50964,MLE,SVO
50967,MQF,SVO
50969,MRV,EVN
50970,MRV,LED
50971,MRV,SVO
50972,MRV,SVX
50974,MSQ,SVO
50976,MUC,SVO
50979,NBC,SVO
50980,NCE,DME
50981,NCE,LED
50982,NCE,SVO
50983,NJC,SVO
50985,NOZ,SVO
50986,NRT,SVO
50987,NUX,SVO
50989,ODS,SVO
50990,OMS,AER
50991,OMS,LED
50992,OMS,SVO
50994,OSS,LED
50998,OVB,SVO
51000,PEE,LED
51001,PEE,SVO
51005,PKC,SVO
51009,PUJ,SVO
51010,PUS,VVO
51012,REN,SVO
51015,ROV,AYT
51016,ROV,EVN
51017,ROV,IST
51018,ROV,LBD
51019,ROV,LED
51020,ROV,SIP
51021,ROV,SVO
51022,ROV,SVX
51024,ROV,TLV
51027,SGC,SVO
51028,SGN,SVO
51029,SIP,LED
51030,SIP,ROV
51031,SIP,SVO
51033,SKG,SVO
51035,STR,SVO
51036,STW,SVO
51037,SVO,AAQ
51038,SVO,ABA
51039,SVO,AER
51040,SVO,AGP
51044,SVO,ASF
51045,SVO,ATH
51047,SVO,BAX
51048,SVO,BCN
51051,SVO,BKK
51053,SVO,BRU
51054,SVO,BUD
51055,SVO,CAI
51058,SVO,CEK
51061,SVO,DEL
51062,SVO,DNK
51063,SVO,DOK
51064,SVO,DRS
51065,SVO,DUS
51067,SVO,EVN
51069,SVO,FRA
51071,SVO,GDZ
51072,SVO,GOJ
51073,SVO,GVA
51075,SVO,HAJ
51076,SVO,HAM
51077,SVO,HAN
51080,SVO,HER
51081,SVO,HKG
51082,SVO,HRK
51083,SVO,HTA
51087,SVO,IKT
51088,SVO,IST
51090,SVO,KBP
51091,SVO,KEJ
51092,SVO,KGD
51093,SVO,KGF
51094,SVO,KHV
51095,SVO,KJA
51097,SVO,KRK
51098,SVO,KRR
51099,SVO,KUF
51100,SVO,KZN
51103,SVO,LED
51104,SVO,LHR
51106,SVO,MAD
51109,SVO,MLE
51111,SVO,MQF
51112,SVO,MRV
51113,SVO,MSQ
51114,SVO,MUC
51116,SVO,NBC
51117,SVO,NCE
51118,SVO,NJC
51119,SVO,NOZ
51120,SVO,NRT
51121,SVO,NUX
51122,SVO,ODS
51123,SVO,OMS
51126,SVO,OVB
51127,SVO,PEE
51129,SVO,PKC
51131,SVO,PUJ
51133,SVO,REN
51135,SVO,ROV
51137,SVO,SGC
51138,SVO,SGN
51139,SVO,SIP
51140,SVO,SKG
51142,SVO,STR
51143,SVO,STW
51144,SVO,SVX
51145,SVO,SXF
51147,SVO,TFS
51148,SVO,TJM
51150,SVO,TLV
51151,SVO,TOF
51153,SVO,UFA
51156,SVO,UUD
51157,SVO,UUS
51159,SVO,VIE
51160,SVO,VNO
51161,SVO,VOG
51162,SVO,VVO
51164,SVO,YKS
51165,SVO,YYZ
51166,SVO,ZAG
51167,SVO,ZRH
51168,SVX,AER
51169,SVX,KRR
51170,SVX,LED
51171,SVX,MRV
51172,SVX,ROV
51173,SVX,SVO
51174,SXF,LED
51175,SXF,SVO
51181,TFS,LED
51182,TFS,SVO
51183,TJM,LED
51184,TJM,SVO
51187,TLV,ROV
51188,TLV,SVO
51189,TOF,SVO
51192,UFA,LED
51193,UFA,SVO
51198,UUD,SVO
51202,UUS,SVO
51206,VIE,SVO
51207,VKO,LED
51208,VNO,SVO
51209,VOG,SVO
51211,VVO,KHV
51214,VVO,PUS
51215,VVO,SVO
51219,YKS,SVO
51221,YYZ,SVO
51222,ZAG,SVO
51223,ZRH,SVO
51224,ABT,DMM
51225,ABT,JED
51226,ABT,RUH
51231,AHB,DMM
51232,AHB,JED
51233,AHB,MED
51234,AHB,RUH
51235,AHB,TIF
51236,AHB,TUU
51237,AJF,JED
51238,AJF,RUH
51239,ALG,MED
51243,AQI,JED
51244,AQI,RUH
51248,AWZ,MED
51249,AZD,MED
51257,BHH,DMM
51258,BHH,JED
51259,BHH,RUH
51260,BLR,DMM
51261,BLR,JED
51262,BLR,RUH
51271,CAN,JED
51272,CAN,RUH
51279,CGK,MED
51280,CGK,RUH
51285,CMN,RUH
51287,COK,RUH
51290,DAC,RUH
51294,DMM,ABT
51295,DMM,AHB
51297,DMM,BHH
51298,DMM,BLR
51304,DMM,DAC
51307,DMM,EAM
51308,DMM,ELQ
51309,DMM,GIZ
51310,DMM,HAS
51311,DMM,HYD
51313,DMM,IST
51314,DMM,JED
51317,DMM,MAA
51318,DMM,MED
51322,DMM,TIF
51323,DMM,TUU
51326,DWD,JED
51327,DWD,RUH
51332,EAM,DMM
51333,EAM,JED
51334,EAM,RUH
51335,EJH,JED
51336,ELQ,DMM
51337,ELQ,JED
51338,ELQ,MED
51339,ELQ,RUH
51344,GBT,MED
51345,GIZ,DMM
51346,GIZ,JED
51347,GIZ,RUH
51348,GVA,JED
51349,GVA,RUH
51350,HAS,DMM
51351,HAS,JED
51352,HAS,RUH
51356,HOF,JED
51357,HOF,RUH
51358,HYD,DMM
51360,HYD,RUH
51361,IAD,JED
51362,IAD,RUH
51363,IFN,MED
51367,IST,DMM
51368,IST,JED
51369,IST,MED
51370,IST,RUH
51371,JED,ABT
51374,JED,AHB
51375,JED,AJF
51376,JED,ALG
51378,JED,AQI
51380,JED,AWZ
51381,JED,AZD
51384,JED,BHH
51385,JED,BLR
51388,JED,CAN
51396,JED,DMM
51398,JED,DWD
51400,JED,EAM
51401,JED,EJH
51402,JED,ELQ
51405,JED,GBT
51406,JED,GIZ
51407,JED,GVA
51408,JED,HAS
51410,JED,HOF
51411,JED,IAD
51412,JED,IFN
51415,JED,JFK
51416,JED,JNB
51417,JED,KAN
51422,JED,LAX
51425,JED,LKO
51426,JED,MAA
51427,JED,MAD
51428,JED,MAN
51429,JED,MCT
51430,JED,MED
51431,JED,MHD
51432,JED,MNL
51435,JED,OMH
51436,JED,ORN
51437,JED,RAE
51438,JED,RAS
51441,JED,SHW
51442,JED,SIN
51444,JED,SYZ
51445,JED,TBZ
51446,JED,THR
51447,JED,TUN
51448,JED,TUU
51449,JED,URY
51450,JED,WAE
51451,JED,YNB
51452,JED,YYZ
51453,JFK,JED
51454,JFK,RUH
51455,JNB,JED
51456,KAN,JED
51463,KUL,MED
51464,KUL,RUH
51467,KWI,MED
51469,LAX,JED
51474,LKO,JED
51475,LKO,RUH
51476,MAA,DMM
51477,MAA,JED
51478,MAA,RUH
51479,MAD,JED
51480,MAN,JED
51481,MCT,MED
51482,MCT,RUH
51483,MED,AHB
51486,MED,DMM
51488,MED,ELQ
51489,MED,ESB
51490,MED,IST
51491,MED,JED
51492,MED,RUH
51493,MED,TUU
51494,MED,ULH
51496,MHD,MED
51498,MNL,JED
51503,OMH,MED
51504,ORN,MED
51506,RAE,JED
51507,RAE,RUH
51508,RAH,RUH
51509,RAS,MED
51510,RUH,ABT
51512,RUH,AHB
51513,RUH,AJF
51515,RUH,AQI
51519,RUH,BHH
51520,RUH,BLR
51523,RUH,CAN
51526,RUH,CGK
51528,RUH,CMN
51529,RUH,COK
51532,RUH,DMM
51534,RUH,DWD
51536,RUH,EAM
51537,RUH,ELQ
51540,RUH,GIZ
51541,RUH,GVA
51542,RUH,HAS
51544,RUH,HOF
51545,RUH,HYD
51546,RUH,IAD
51548,RUH,IST
51550,RUH,JFK
51553,RUH,KUL
51557,RUH,LKO
51558,RUH,MAA
51559,RUH,MCT
51560,RUH,MED
51564,RUH,RAE
51565,RUH,RAH
51567,RUH,SHW
51570,RUH,TIF
51571,RUH,TUI
51572,RUH,TUU
51573,RUH,ULH
51574,RUH,URY
51575,RUH,WAE
51576,RUH,YNB
51579,SHW,JED
51580,SHW,RUH
51581,SIN,JED
51585,SYZ,MED
51586,TBZ,MED
51587,THR,MED
51588,TIF,AHB
51589,TIF,DMM
51590,TIF,RUH
51591,TUI,RUH
51592,TUN,JED
51593,TUU,AHB
51594,TUU,DMM
51595,TUU,JED
51596,TUU,MED
51597,TUU,RUH
51598,ULH,MED
51599,ULH,RUH
51600,URY,JED
51601,URY,RUH
51602,WAE,JED
51603,WAE,RUH
51604,YNB,JED
51605,YNB,RUH
51606,YYZ,JED
51607,ACC,WDH
51609,ERS,MPA
51610,ERS,NDU
51611,ERS,OND
51612,FRA,WDH
51614,HRE,WDH
51617,LUD,OMD
51620,MPA,ERS
51621,MPA,NDU
51622,MUB,VFA
51623,MUB,WDH
51624,NDU,ERS
51625,NDU,MPA
51626,OMD,WDH
51627,OND,ERS
51628,VFA,MUB
51629,VFA,WDH
51630,WDH,ACC
51632,WDH,FRA
51633,WDH,HRE
51636,WDH,LUD
51638,WDH,MUB
51639,WDH,VFA
51640,WDH,WVB
51641,WVB,WDH
51642,AMS,BRN
51643,BCN,BRN
51644,BRN,AMS
51645,BRN,BCN
51646,BRN,CGN
51647,BRN,EBA
51648,BRN,HAM
51649,BRN,IBZ
51650,BRN,LCY
51651,BRN,MUC
51652,BRN,OLB
51653,BRN,PMI
51654,BRN,TXL
51655,BRN,VIE
51656,CGN,BRN
51657,EBA,BRN
51658,HAM,BRN
51659,IBZ,BRN
51660,LCY,BRN
51661,MUC,BRN
51662,OLB,BRN
51663,PMI,BRN
51664,TXL,BRN
51665,VIE,BRN
51669,DCA,LAN
51674,LAN,DCA
51692,MSP,PUJ
51699,PUJ,MSP
51704,AER,LBD
51711,DYU,FRA
51714,DYU,KJA
51716,DYU,KZN
51718,DYU,REN
51721,FRA,DYU
51722,HMA,LBD
51725,KJA,DYU
51726,KJA,LBD
51728,KRR,LBD
51729,KZN,DYU
51730,KZN,LBD
51731,LBD,AER
51732,LBD,HMA
51733,LBD,KJA
51734,LBD,KRR
51735,LBD,KZN
51737,LBD,NJC
51740,LBD,SVX
51741,LBD,TJM
51744,NJC,LBD
51749,SVX,LBD
51750,TJM,LBD
51752,ABZ,EMA
51753,ABZ,HUY
51754,ABZ,LBA
51755,ABZ,MME
51756,ABZ,NCL
51759,ABZ,SYY
51760,ABZ,WIC
51761,BHX,NCL
51762,CWL,NCL
51763,DIJ,TLS
51764,EMA,ABZ
51765,HUY,ABZ
51766,HUY,NWI
51767,LBA,ABZ
51768,LBA,SOU
51769,LRT,LYS
51770,LYS,LRT
51771,MME,ABZ
51772,NCL,ABZ
51773,NCL,BHX
51774,NCL,CWL
51777,NWI,HUY
51778,SOU,LBA
51781,SYY,ABZ
51782,TLS,DIJ
51783,WIC,ABZ
51784,ASB,ATQ
51785,ASB,BHX
51786,ASB,DEL
51789,ASB,FRA
51790,ASB,IST
51791,ASB,LHR
51792,ATQ,ASB
51793,BHX,ASB
51794,DEL,ASB
51797,FRA,ASB
51798,IST,ASB
51799,LHR,ASB
51800,EGC,PGX
51801,ETZ,MRS
51802,ETZ,TLS
51803,GVA,MRS
51804,LEH,LYS
51805,LIG,NCE
51806,LIG,ORY
51807,LYS,LEH
51808,MLH,MRS
51809,MRS,ETZ
51810,MRS,GVA
51811,MRS,MLH
51813,MRS,PUF
51815,MXP,TLS
51816,NCE,LIG
51817,ORY,LIG
51818,ORY,PGX
51819,PGX,EGC
51820,PGX,ORY
51821,PUF,MRS
51822,TLS,ETZ
51823,TLS,MXP
51827,HAV,SAL
51836,SAL,HAV
51846,AYT,BHX
51847,AYT,GLA
51848,AYT,LGW
51849,AYT,MAN
51850,BFS,DLM
51851,BFS,LCA
51852,BFS,NBE
51856,BHX,AYT
51857,BHX,DLM
51859,BHX,LCA
51860,BHX,NBE
51865,BRS,AYT
51866,BRS,DLM
51868,BRS,NBE
51873,DLM,BFS
51874,DLM,BHX
51875,DLM,BRS
51877,DLM,LGW
51883,EMA,NBE
51890,GLA,AYT
51894,GLA,NBE
51896,HOG,MAN
51897,HRG,LGW
51898,HRG,MAN
51903,LGW,AYT
51904,LGW,DLM
51906,LGW,HRG
51909,LGW,NBE
51911,LGW,SSH
51919,MAN,AYT
51921,MAN,CCC
51924,MAN,HRG
51929,MAN,NBE
51932,MAN,SSH
51935,NBE,BRS
51936,NBE,EMA
51937,NBE,GLA
51938,NBE,LGW
51939,NBE,MAN
51940,NBE,NCL
51943,NCL,FUE
51944,NCL,NBE
51945,NCL,SSH
51950,SSH,BHX
51951,SSH,LGW
51952,SSH,MAN
51953,SSH,NCL
51962,VDA,CDG
51967,CAW,MEA
51969,CAW,VIX
51970,CFB,SDU
51971,MEA,CAW
51973,SDU,CFB
51977,VIX,CAW
51986,BMA,OSD
52004,OSD,BMA
52007,TXL,UME
52009,UME,TXL
52014,AKL,BKK
52023,BKK,AKL
52026,BKK,BLR
52027,BKK,BNE
52041,BKK,CTS
52046,BKK,DPS
52048,BKK,FCO
52052,BKK,HDY
52056,BKK,HYD
52058,BKK,ISB
52059,BKK,IST
52064,BKK,KKC
52068,BKK,LHE
52070,BKK,MAA
52071,BKK,MAD
52076,BKK,MXP
52082,BKK,PER
52087,BKK,SGN
52093,BKK,UBP
52094,BKK,URT
52101,BLR,BKK
52102,BNE,BKK
52120,CTS,BKK
52125,DPS,BKK
52127,FCO,BKK
52131,HDY,BKK
52142,HYD,BKK
52148,ISB,BKK
52149,IST,BKK
52155,KKC,BKK
52161,LHE,BKK
52165,MAA,BKK
52166,MAD,BKK
52175,MXP,BKK
52182,PER,BKK
52187,SGN,BKK
52198,UBP,BKK
52199,URT,BKK
52207,ACK,HPN
52208,ACK,TEB
52211,HPN,ACK
52214,SBH,SJU
52215,SBH,STT
52218,SJU,SBH
52219,STT,SBH
52220,TEB,ACK
52222,AAL,IST
52223,ABJ,IST
52225,ACC,IST
52226,ADA,ESB
52230,ADB,HAM
52235,ADD,IST
52238,ADE,IST
52239,ADF,ESB
52240,ADF,IST
52242,AGP,IST
52243,AJI,ESB
52244,AJI,IST
52251,AOE,BRU
52252,AQJ,IST
52255,ASF,SAW
52256,ASR,IST
52261,AYT,BGW
52262,AYT,EBL
52263,AYT,ESB
52267,AYT,VKO
52270,BAL,ESB
52271,BAL,IST
52272,BCN,IST
52273,BEG,IST
52276,BGG,ESB
52277,BGG,IST
52278,BGW,AYT
52279,BGW,ESB
52280,BGW,IST
52281,BHX,IST
52282,BIO,IST
52298,BLQ,IST
52301,BRE,IST
52302,BRU,AOE
52303,BRU,IST
52304,BRU,SAW
52305,BSL,IST
52306,BSR,IST
52307,BUD,IST
52308,BUS,IST
52313,CDG,SAW
52315,CGN,IST
52316,CKZ,ESB
52319,CND,IST
52322,DAC,IST
52323,DAR,IST
52325,DIY,ESB
52328,DKR,IST
52330,DLA,IST
52336,DNZ,IST
52339,DUB,IST
52340,DUS,IST
52344,EBB,IST
52345,EBL,AYT
52350,EDI,IST
52351,ELQ,IST
52352,ERC,ESB
52353,ERC,IST
52354,ERZ,ESB
52357,ESB,ADA
52359,ESB,ADF
52360,ESB,AJI
52361,ESB,AYT
52362,ESB,BAL
52363,ESB,BGG
52364,ESB,BGW
52366,ESB,CKZ
52367,ESB,DIY
52369,ESB,ERC
52370,ESB,ERZ
52371,ESB,EZS
52372,ESB,FRA
52373,ESB,GNY
52374,ESB,GZP
52375,ESB,GZT
52376,ESB,HTY
52377,ESB,IGD
52379,ESB,KCM
52380,ESB,KCO
52381,ESB,KSY
52382,ESB,MLX
52383,ESB,MQM
52384,ESB,MSR
52386,ESB,TEQ
52387,ESB,TZX
52388,ESB,VAN
52390,ESB,VKO
52392,EZS,ESB
52396,FDH,IST
52397,FIH,IST
52398,FRA,ESB
52402,FRU,ULN
52404,GNY,ESB
52406,GOA,IST
52409,GRU,IST
52410,GVA,IST
52412,GZP,ESB
52413,GZT,ESB
52416,HAJ,IST
52417,HAM,ADB
52419,HAM,IST
52424,HKG,IST
52427,HTY,ESB
52428,HTY,IST
52430,IAD,IST
52431,IAH,IST
52439,IFN,IST
52440,IGD,ESB
52441,IGD,IST
52444,ISB,IST
52445,ISE,IST
52447,IST,ACC
52450,IST,ADD
52451,IST,ADF
52453,IST,AGP
52454,IST,AJI
52459,IST,AQJ
52462,IST,ASR
52467,IST,BAL
52468,IST,BCN
52469,IST,BEG
52472,IST,BGG
52473,IST,BGW
52474,IST,BHX
52475,IST,BIO
52478,IST,BLL
52479,IST,BLQ
52481,IST,BRE
52482,IST,BRU
52483,IST,BSL
52484,IST,BSR
52485,IST,BUD
52486,IST,BUS
52490,IST,CGN
52492,IST,CND
52494,IST,DAC
52495,IST,DAR
52498,IST,DLA
52502,IST,DNZ
52505,IST,DUB
52506,IST,DUS
52511,IST,EDI
52512,IST,ELQ
52513,IST,ERC
52515,IST,ESB
52518,IST,FDH
52519,IST,FIH
52523,IST,GOA
52525,IST,GRU
52526,IST,GVA
52529,IST,HAJ
52530,IST,HAM
52533,IST,HKG
52535,IST,HTY
52536,IST,IAD
52537,IST,IAH
52539,IST,IFN
52540,IST,IGD
52542,IST,ISB
52543,IST,ISE
52546,IST,JFK
52547,IST,JIB
52548,IST,JNB
52549,IST,JRO
52550,IST,KAN
52551,IST,KBL
52553,IST,KCM
52554,IST,KFS
52555,IST,KGL
52556,IST,KHI
52559,IST,KRT
52560,IST,KSH
52561,IST,KSY
52562,IST,KTM
52564,IST,KVD
52566,IST,KYA
52567,IST,KZN
52568,IST,KZR
52569,IST,LAX
52571,IST,LEJ
52572,IST,LGW
52573,IST,LHE
52575,IST,LIS
52577,IST,LOS
52578,IST,LUX
52579,IST,LWO
52580,IST,LYS
52581,IST,MAD
52582,IST,MAN
52583,IST,MCT
52585,IST,MHD
52587,IST,MLE
52589,IST,MQM
52593,IST,MSR
52595,IST,MXP
52596,IST,MZH
52597,IST,MZR
52598,IST,NAJ
52599,IST,NAP
52600,IST,NAV
52602,IST,NCE
52603,IST,NIM
52604,IST,NJF
52605,IST,NOP
52607,IST,NSI
52608,IST,NUE
52610,IST,ORD
52613,IST,OSM
52616,IST,OVB
52618,IST,PRG
52619,IST,PRN
52621,IST,RIX
52623,IST,RTM
52625,IST,SAH
52628,IST,SKG
52629,IST,SKP
52630,IST,SOF
52632,IST,STR
52633,IST,SVX
52634,IST,SYZ
52635,IST,SZG
52638,IST,TBZ
52639,IST,TGD
52640,IST,TIA
52641,IST,TIF
52643,IST,TLL
52644,IST,TLS
52645,IST,TLV
52646,IST,TRN
52648,IST,TUN
52649,IST,TXL
52651,IST,UFA
52652,IST,VAN
52653,IST,VAS
52654,IST,VCE
52656,IST,VKO
52657,IST,VLC
52658,IST,VNO
52660,IST,YNB
52666,JFK,IST
52667,JIB,IST
52670,JNB,IST
52671,JRO,MBA
52674,KAN,NDJ
52675,KBL,IST
52678,KCM,ESB
52679,KCM,IST
52680,KCO,ESB
52681,KFS,IST
52683,KHI,IST
52686,KRT,IST
52687,KSH,IST
52688,KSY,ESB
52689,KSY,IST
52690,KSY,SAW
52691,KTM,IST
52694,KVD,IST
52697,KYA,IST
52699,KZN,IST
52700,KZR,IST
52701,LAX,IST
52702,LBV,IST
52704,LEJ,IST
52705,LGW,IST
52706,LGW,SAW
52707,LHE,IST
52709,LIS,IST
52711,LOS,IST
52712,LUX,IST
52713,LWO,IST
52714,LYS,IST
52715,MAD,IST
52716,MAN,IST
52717,MBA,IST
52719,MCT,IST
52723,MHD,IST
52727,MLE,IST
52728,MLX,ESB
52730,MQM,ESB
52731,MQM,IST
52736,MSR,ESB
52737,MSR,IST
52741,MXP,IST
52742,MXP,SAW
52743,MZH,IST
52744,MZR,IST
52745,NAJ,KVD
52746,NAP,IST
52747,NAV,IST
52749,NCE,IST
52750,NDJ,IST
52753,NJF,IST
52755,NOP,IST
52758,NUE,IST
52760,ORD,IST
52763,OSM,IST
52766,OUA,IST
52767,OVB,IST
52770,PRG,IST
52771,PRN,IST
52773,RIX,IST
52775,RTM,IST
52781,SAW,ASF
52785,SAW,BRU
52786,SAW,CDG
52798,SAW,KSY
52801,SAW,LGW
52805,SAW,MXP
52807,SAW,STW
52820,SKG,IST
52821,SKP,IST
52822,SOF,IST
52826,STR,IST
52827,STW,SAW
52828,SVX,IST
52831,SYZ,IST
52832,SZG,IST
52836,TBZ,IST
52837,TEQ,ESB
52838,TGD,IST
52839,TIA,IST
52840,TIF,IST
52843,TLL,IST
52845,TLS,IST
52846,TLV,IST
52848,TRN,IST
52850,TUN,IST
52851,TXL,IST
52852,TZX,ESB
52855,UFA,IST
52856,ULN,FRU
52857,VAN,ESB
52858,VAN,IST
52860,VAS,IST
52862,VCE,IST
52866,VKO,AYT
52867,VKO,ESB
52868,VKO,IST
52869,VLC,IST
52870,VNO,IST
52874,YNB,IST
52889,DRW,MCV
52890,DRW,MNG
52892,ELC,MNG
52894,GOV,GTE
52896,GTE,GOV
52903,MCV,DRW
52904,MGT,MNG
52905,MNG,DRW
52906,MNG,ELC
52907,MNG,MGT
52912,APL,BEW
52914,APL,MPM
52916,APL,TET
52917,APL,VXC
52918,BEW,APL
52920,BEW,MPM
52921,BEW,POL
52922,BEW,TET
52923,BEW,UEL
52924,DAR,POL
52925,INH,JNB
52926,INH,MPM
52927,INH,VNX
52930,JNB,INH
52934,LAD,MPM
52935,MPM,APL
52936,MPM,BEW
52937,MPM,INH
52939,MPM,LAD
52940,MPM,POL
52941,MPM,TET
52942,MPM,UEL
52943,MPM,VNX
52944,MPM,VPY
52947,POL,BEW
52948,POL,DAR
52949,POL,MPM
52951,TET,APL
52952,TET,BEW
52954,TET,MPM
52955,TET,UEL
52956,TET,VXC
52957,UEL,BEW
52958,UEL,MPM
52959,UEL,TET
52960,VNX,INH
52962,VNX,MPM
52963,VPY,MPM
52964,VXC,APL
52965,VXC,TET
52991,ADB,BHX
52992,ADB,LGW
52993,ADB,MAN
52994,AGA,LGW
52996,AGA,MAN
53001,AGP,LTN
53015,ATH,ORY
53017,AYT,BRS
53019,AYT,LTN
53021,AYT,ORY
53023,BHX,ADB
53026,BHX,BJV
53027,BHX,BVC
53031,BHX,FNC
53036,BHX,PFO
53038,BHX,RAK
53039,BHX,SSH
53041,BJV,LGW
53043,BJV,ORY
53047,BRS,CFU
53049,BRS,FUE
53051,BRS,MAH
53053,BRS,PFO
53057,BUD,ORY
53058,BVC,BHX
53059,BVC,LGW
53060,BVC,MAN
53061,CFU,BRS
53062,CFU,LGW
53065,CTA,MAN
53066,CTA,ORY
53071,CWL,DLM
53072,CWL,HER
53073,CWL,LCA
53074,CWL,PMI
53075,CWL,RHO
53076,CWL,TFS
53080,DBV,ORY
53083,DJE,ORY
53086,DLM,CWL
53091,DLM,LTN
53094,DLM,STN
53095,DSA,PMI
53103,EMA,LCA
53118,FAO,LTN
53121,FAO,ORY
53125,FNC,BHX
53126,FNC,LGW
53130,FUE,BRS
53144,GLA,LCA
53149,HER,BHX
53150,HER,LGW
53151,HER,LYS
53153,HER,NTE
53154,HER,ORY
53159,IBZ,LTN
53164,JMK,LGW
53165,KGS,LGW
53170,LCA,CWL
53171,LCA,EMA
53172,LCA,GLA
53175,LEI,MAN
53177,LGW,ADB
53178,LGW,AGA
53182,LGW,BJV
53183,LGW,BVC
53184,LGW,CFU
53185,LGW,CHQ
53191,LGW,FNC
53193,LGW,HER
53196,LGW,JMK
53198,LGW,KGS
53201,LGW,MAH
53208,LGW,PUJ
53209,LGW,PVK
53211,LGW,RHO
53212,LGW,SID
53218,LGW,ZTH
53219,LIL,AGA
53221,LIL,OUD
53222,LIL,RAK
53223,LIL,VCE
53224,LIS,NTE
53235,LTN,AGP
53236,LTN,AYT
53237,LTN,DLM
53238,LTN,FAO
53240,LTN,IBZ
53241,LTN,LCA
53243,LTN,PFO
53244,LTN,PMI
53246,LTN,SSH
53249,LYS,HER
53251,LYS,OPO
53252,LYS,OUD
53257,MAH,LGW
53260,MAN,ADB
53261,MAN,AGA
53266,MAN,BVC
53268,MAN,CTA
53278,MAN,JTR
53281,MAN,LEI
53284,MAN,NAP
53288,MAN,PUJ
53290,MAN,PVK
53291,MAN,RAK
53294,MAN,SID
53298,MAN,VRN
53300,MIR,LYS
53301,MIR,NTE
53302,MIR,ORY
53304,MLA,NTE
53308,NAP,MAN
53309,NAP,ORY
53310,NBE,BHX
53312,NBE,CWL
53332,NTE,HER
53333,NTE,LIS
53334,NTE,MIR
53335,NTE,MLA
53336,NTE,OPO
53339,NTE,TXL
53340,NTE,VCE
53342,OPO,LYS
53343,OPO,NTE
53347,ORY,ATH
53348,ORY,AYT
53349,ORY,BJV
53350,ORY,BUD
53351,ORY,CTA
53352,ORY,DBV
53353,ORY,DJE
53355,ORY,FAO
53356,ORY,HER
53359,ORY,MIR
53361,ORY,NAP
53364,ORY,PMO
53365,ORY,PRG
53366,ORY,PSA
53370,ORY,TLV
53371,ORY,TUN
53372,ORY,VCE
53373,OUD,LIL
53374,OUD,LYS
53376,PFO,BHX
53377,PFO,BRS
53380,PFO,LTN
53387,PMI,CWL
53388,PMI,DSA
53395,PMI,LTN
53399,PMO,ORY
53400,PRG,ORY
53401,PSA,ORY
53402,PUJ,LGW
53404,PVK,LGW
53405,PVK,MAN
53406,RAK,BHX
53408,RAK,LIL
53410,RAK,MAN
53413,RAK,SXB
53417,RHO,LGW
53422,SID,LGW
53423,SID,MAN
53426,SSH,LTN
53428,SSH,STN
53430,STN,DLM
53436,STN,MAH
53440,STN,SSH
53445,SXB,RAK
53449,TFS,CWL
53459,TLV,ORY
53461,TUN,ORY
53462,TXL,NTE
53464,VCE,LIL
53466,VCE,NTE
53467,VCE,ORY
53469,VRN,MAN
53470,ZTH,LGW
53510,FNC,GLA
53515,GLA,FNC
53610,ACC,LIS
53623,BKO,LIS
53626,BOD,LIS
53632,BSB,LIS
53633,BUD,LIS
53634,BVC,LIS
53635,CCS,FNC
53636,CCS,LIS
53637,CCS,OPO
53640,CNF,LIS
53642,DKR,LIS
53644,DUS,LIS
53646,EWR,LIS
53647,EWR,OPO
53654,FNC,CCS
53660,FOR,LIS
53664,GIG,LIS
53665,GIG,OPO
53666,GRU,LIS
53667,GRU,OPO
53676,LCG,LIS
53679,LGW,OPO
53681,LIS,ACC
53688,LIS,BKO
53690,LIS,BOD
53693,LIS,BSB
53694,LIS,BUD
53695,LIS,BVC
53696,LIS,CCS
53698,LIS,CNF
53700,LIS,DKR
53702,LIS,DUS
53704,LIS,EWR
53708,LIS,FOR
53710,LIS,GIG
53711,LIS,GRU
53719,LIS,LCG
53723,LIS,LYS
53726,LIS,MIA
53727,LIS,MPM
53731,LIS,NAT
53732,LIS,NCE
53736,LIS,OTP
53740,LIS,POA
53741,LIS,PRG
53743,LIS,RAI
53744,LIS,RAK
53745,LIS,REC
53746,LIS,SID
53748,LIS,SSA
53750,LIS,SXF
53752,LIS,TLS
53753,LIS,TMS
53754,LIS,TNG
53756,LIS,VCP
53759,LIS,VXE
53765,LYS,LIS
53769,MIA,LIS
53770,MPM,LIS
53776,NAT,LIS
53777,NCE,LIS
53781,OPO,CCS
