"Source airport","Destination airport"
5097,DCA,FLL
5098,DCA,GSO
5099,DCA,GSP
5100,DCA,HHH
5101,DCA,HPN
5102,DCA,HSV
5103,DCA,ILM
5104,DCA,IND
5105,DCA,ISP
5106,DCA,JAN
5107,DCA,JAX
5108,DCA,JFK
5109,DCA,LAS
5110,DCA,LAX
5111,DCA,LGA
5112,DCA,LIT
5113,DCA,MCI
5114,DCA,MCO
5115,DCA,MEM
5116,DCA,MHT
5117,DCA,MIA
5118,DCA,MSP
5119,DCA,MSY
5120,DCA,MYR
5121,DCA,NAS
5122,DCA,OAJ
5123,DCA,OMA
5124,DCA,ORD
5125,DCA,ORF
5126,DCA,PBI
5127,DCA,PDX
5128,DCA,PHL
5129,DCA,PHX
5130,DCA,PIT
5131,DCA,PNS
5132,DCA,PVD
5133,DCA,PWM
5134,DCA,RDU
5135,DCA,ROC
5136,DCA,RSW
5137,DCA,SAN
5138,DCA,SAV
5139,DCA,SDF
5140,DCA,SRQ
5141,DCA,STL
5142,DCA,SYR
5143,DCA,TLH
5144,DCA,TPA
5145,DCA,TYS
5146,DCA,VPS
5147,DCA,YHZ
5148,DCA,YUL
5149,DCA,YYZ
5151,DEN,CLT
5152,DEN,DFW
5153,DEN,LAX
5154,DEN,LHR
5155,DEN,MIA
5156,DEN,ORD
5157,DEN,PHL
5158,DEN,PHX
5159,DEN,SEA
5160,DFW,ABI
5161,DFW,ABQ
5162,DFW,ACT
5163,DFW,AEX
5164,DFW,AGU
5165,DFW,AMA
5166,DFW,ATL
5167,DFW,AUS
5168,DFW,BDL
5169,DFW,BHM
5170,DFW,BJX
5171,DFW,BMI
5172,DFW,BNA
5173,DFW,BNE
5174,DFW,BOG
5175,DFW,BOS
5176,DFW,BPT
5177,DFW,BRO
5178,DFW,BTR
5179,DFW,BWI
5180,DFW,BZE
5181,DFW,CAE
5182,DFW,CCS
5183,DFW,CDG
5184,DFW,CHA
5185,DFW,CHS
5186,DFW,CID
5187,DFW,CLE
5188,DFW,CLL
5189,DFW,CLT
5190,DFW,CMH
5191,DFW,CMI
5192,DFW,COS
5193,DFW,COU
5194,DFW,CRP
5195,DFW,CRW
5196,DFW,CUN
5197,DFW,CUU
5198,DFW,CVG
5199,DFW,CZM
5200,DFW,DAY
5201,DFW,DCA
5202,DFW,DEN
5203,DFW,DRO
5204,DFW,DSM
5205,DFW,DTW
5206,DFW,ELP
5207,DFW,EVV
5208,DFW,EWR
5210,DFW,FAR
5211,DFW,FAT
5212,DFW,FLL
5213,DFW,FRA
5214,DFW,FSD
5215,DFW,FSM
5216,DFW,FWA
5217,DFW,GCK
5218,DFW,GDL
5219,DFW,GGG
5220,DFW,GIG
5221,DFW,GJT
5222,DFW,GPT
5223,DFW,GRI
5224,DFW,GRK
5225,DFW,GRR
5226,DFW,GRU
5227,DFW,GSO
5228,DFW,GSP
5229,DFW,GUA
5230,DFW,HNL
5231,DFW,HOU
5232,DFW,HSV
5233,DFW,IAD
5234,DFW,IAH
5235,DFW,ICN
5236,DFW,ICT
5237,DFW,IND
5238,DFW,JAN
5239,DFW,JAX
5240,DFW,JFK
5241,DFW,JLN
5242,DFW,LAS
5243,DFW,LAW
5244,DFW,LAX
5245,DFW,LBB
5246,DFW,LCH
5247,DFW,LEX
5248,DFW,LFT
5249,DFW,LGA
5250,DFW,LHR
5251,DFW,LIM
5252,DFW,LIR
5253,DFW,LIT
5254,DFW,LRD
5255,DFW,MAD
5256,DFW,MAF
5257,DFW,MBJ
5258,DFW,MCI
5259,DFW,MCO
5260,DFW,MEM
5261,DFW,MEX
5262,DFW,MFE
5263,DFW,MGM
5264,DFW,MHK
5265,DFW,MIA
5266,DFW,MKE
5267,DFW,MLI
5268,DFW,MLM
5269,DFW,MLU
5270,DFW,MOB
5271,DFW,MSN
5272,DFW,MSP
5273,DFW,MSY
5274,DFW,MTY
5275,DFW,MZT
5276,DFW,NAS
5277,DFW,NRT
5278,DFW,OGG
5279,DFW,OKC
5280,DFW,OMA
5281,DFW,ONT
5282,DFW,ORD
5283,DFW,ORF
5284,DFW,PBC
5285,DFW,PBI
5286,DFW,PDX
5287,DFW,PHL
5288,DFW,PHX
5289,DFW,PIA
5290,DFW,PIT
5291,DFW,PLS
5292,DFW,PNS
5293,DFW,PSP
5294,DFW,PTY
5295,DFW,PVR
5296,DFW,QRO
5297,DFW,RAP
5298,DFW,RDU
5299,DFW,RIC
5300,DFW,RNO
5301,DFW,ROW
5302,DFW,RSW
5303,DFW,RTB
5304,DFW,SAF
5305,DFW,SAL
5306,DFW,SAN
5307,DFW,SAT
5308,DFW,SAV
5309,DFW,SCL
5310,DFW,SDF
5311,DFW,SEA
5312,DFW,SFO
5313,DFW,SGF
5314,DFW,SHV
5315,DFW,SJC
5316,DFW,SJD
5317,DFW,SJO
5318,DFW,SJT
5319,DFW,SJU
5320,DFW,SLC
5321,DFW,SLP
5322,DFW,SMF
5323,DFW,SNA
5324,DFW,SPI
5325,DFW,SPS
5326,DFW,STL
5327,DFW,TLH
5328,DFW,TPA
5329,DFW,TRC
5330,DFW,TUL
5331,DFW,TUS
5332,DFW,TXK
5333,DFW,TYR
5334,DFW,TYS
5335,DFW,VPS
5336,DFW,XNA
5337,DFW,YEG
5338,DFW,YUL
5339,DFW,YVR
5340,DFW,YYC
5341,DFW,YYZ
5342,DFW,ZCL
5344,DKR,LPA
5345,DOH,BAH
5346,DOH,IAD
5347,DOH,IAH
5348,DOH,JFK
5349,DOH,ORD
5350,DOH,PHL
5351,DOM,SJU
5352,DRO,DFW
5353,DRO,PHX
5354,DRW,BNE
5355,DRW,SYD
5356,DSM,CLT
5357,DSM,DCA
5358,DSM,DFW
5359,DSM,ORD
5360,DSM,PHX
5361,DTW,CLT
5362,DTW,DCA
5363,DTW,DFW
5364,DTW,LGA
5365,DTW,MIA
5366,DTW,ORD
5367,DTW,PHL
5368,DTW,PHX
5369,DTW,YUL
5370,DUB,CLT
5371,DUB,JFK
5372,DUB,LHR
5373,DUB,ORD
5374,DUB,PHL
5375,DUS,AUH
5376,DUS,JFK
5377,DUS,LAX
5378,DUS,LHR
5379,DUS,MIA
5380,DUS,ORD
5381,DUS,RSW
5382,DXB,LHR
5383,EBB,LHR
5384,EDI,LHR
5386,ELH,MIA
5387,ELM,PHL
5388,ELP,DFW
5389,ELP,LAX
5390,ELP,ORD
5391,ELP,PHX
5392,ERI,PHL
5393,EUG,LAX
5394,EUG,PDX
5395,EVV,DFW
5396,EVV,ORD
5397,EWN,CLT
5398,EWR,CLT
5399,EWR,DFW
5400,EWR,HKG
5401,EWR,LHR
5402,EWR,MIA
5403,EWR,ORD
5404,EWR,ORY
5405,EWR,PHL
5406,EWR,PHX
5407,EWR,SEA
5408,EYW,MIA
5412,FAR,DFW
5413,FAR,ORD
5414,FAT,DFW
5415,FAT,LAX
5416,FAT,PHX
5417,FAY,CLT
5418,FAY,DCA
5419,FCO,CLT
5420,FCO,JFK
5421,FCO,LHR
5422,FCO,ORD
5423,FCO,PHL
5424,FDF,MIA
5425,FDF,SJU
5426,FLG,PHX
5427,FLL,CLT
5428,FLL,DCA
5429,FLL,DFW
5430,FLL,ORD
5431,FLL,PAP
5432,FLL,PHL
5433,FLL,PHX
5434,FLO,CLT
5435,FNT,ORD
5436,FPO,CLT
5437,FPO,MIA
5438,FRA,CLT
5439,FRA,DFW
5440,FRA,KUL
5441,FRA,LHR
5442,FRA,PHL
5443,FSD,DFW
5444,FSD,ORD
5445,FSM,DFW
5446,FUK,NRT
5447,FWA,DFW
5448,FWA,ORD
5449,GCK,DFW
5450,GCM,CLT
5451,GCM,MIA
5452,GCM,PHL
5453,GDL,DFW
5454,GDL,LAX
5455,GDL,PHX
5456,GDL,SJC
5457,GEG,PHX
5458,GGG,DFW
5459,GGT,MIA
5460,GIB,LHR
5461,GIG,CLT
5462,GIG,DFW
5463,GIG,JFK
5464,GIG,MIA
5465,GJT,DFW
5466,GJT,PHX
5467,GLA,LHR
5468,GLA,PHL
5469,GND,MIA
5470,GNV,CLT
5471,GNV,MIA
5472,GOT,LHR
5473,GPT,CLT
5474,GPT,DFW
5475,GRB,ORD
5476,GRI,DFW
5477,GRK,DFW
5478,GRR,DFW
5479,GRR,ORD
5480,GRU,CLT
5481,GRU,DFW
5482,GRU,JFK
5483,GRU,LAX
5484,GRU,MCO
5485,GRU,MIA
5486,GSO,CLT
5487,GSO,DCA
5488,GSO,DFW
5489,GSO,LGA
5490,GSO,MIA
5491,GSO,PHL
5492,GSP,CLT
5493,GSP,DCA
5494,GSP,DFW
5495,GSP,PHL
5496,GUA,DFW
5497,GUA,MIA
5498,GVA,LHR
5499,GYE,JFK
5500,GYE,MIA
5503,HAJ,LHR
5505,HAN,NRT
5506,HEL,JFK
5507,HEL,LHR
5508,HEL,MAN
5509,HHH,CLT
5510,HHH,DCA
5511,HKG,EWR
5512,HKG,JFK
5513,HKG,LAX
5514,HKG,NRT
5515,HKG,ORD
5516,HKG,SFO
5517,HMO,PHX
5518,HND,HNL
5519,HND,SFO
5520,HNL,DFW
5521,HNL,HND
5522,HNL,KIX
5523,HNL,LAX
5524,HNL,NGO
5525,HNL,NRT
5526,HNL,OAK
5527,HNL,PHX
5528,HNL,SJC
5529,HNL,SYD
5530,HOU,DFW
5531,HPN,CLT
5532,HPN,DCA
5533,HPN,ORD
5534,HPN,PHL
5535,HSV,CLT
5536,HSV,DCA
5537,HSV,DFW
5538,HSV,ORD
5539,HTS,CLT
5540,HVN,PHL
5541,HYD,LHR
5542,IAD,AUH
5543,IAD,CLT
5544,IAD,DFW
5545,IAD,DOH
5546,IAD,LAX
5547,IAD,LHR
5548,IAD,MIA
5549,IAH,CLT
5550,IAH,DFW
5551,IAH,DOH
5552,IAH,LAX
5553,IAH,LHR
5554,IAH,MIA
5555,IAH,ORD
5556,IAH,PHL
5557,IAH,PHX
5558,ICN,DFW
5560,ICT,DFW
5561,ICT,ORD
5562,ILM,CLT
5563,ILM,DCA
5564,ILM,LGA
5565,ILM,PHL
5566,IND,CLT
5567,IND,DCA
5568,IND,DFW
5569,IND,JFK
5570,IND,LAX
5571,IND,MIA
5572,IND,ORD
5573,IND,PHL
5574,IND,PHX
5575,IPT,PHL
5576,ISB,AUH
5577,ISP,DCA
5578,ISP,PHL
5579,IST,LHR
5580,ITH,PHL
5581,ITM,NRT
5582,JAN,CLT
5583,JAN,DCA
5584,JAN,DFW
5585,JAX,CLT
5586,JAX,DCA
5587,JAX,DFW
5588,JAX,MIA
5589,JAX,ORD
5590,JAX,PHL
5591,JFK,AMM
5592,JFK,ANU
5593,JFK,AUH
5594,JFK,AUS
5595,JFK,BCN
5596,JFK,BDA
5597,JFK,BNA
5598,JFK,BOS
5599,JFK,BWI
5600,JFK,CCS
5601,JFK,CDG
5602,JFK,CLE
5603,JFK,CLT
5604,JFK,CMH
5605,JFK,CUN
5606,JFK,CVG
5607,JFK,DCA
5608,JFK,DFW
5609,JFK,DOH
5610,JFK,DUB
5611,JFK,DUS
5613,JFK,FCO
5614,JFK,GIG
5615,JFK,GRU
5616,JFK,GYE
5617,JFK,HEL
5618,JFK,HKG
5619,JFK,IND
5620,JFK,LAS
5621,JFK,LAX
5622,JFK,LCY
5623,JFK,LHR
5624,JFK,LIM
5625,JFK,MAD
5626,JFK,MAN
5627,JFK,MCO
5628,JFK,MIA
5629,JFK,MXP
5630,JFK,NRT
5631,JFK,ORD
5632,JFK,ORF
5633,JFK,ORY
5634,JFK,PAP
5635,JFK,PHX
5636,JFK,PIT
5637,JFK,RDU
5638,JFK,SAN
5639,JFK,SCL
5640,JFK,SEA
5641,JFK,SFO
5642,JFK,SJO
5643,JFK,SJU
5644,JFK,STT
5645,JFK,SXM
5646,JFK,TPA
5647,JFK,TXL
5648,JFK,YUL
5649,JFK,YYC
5650,JFK,YYZ
5651,JFK,ZRH
5652,JLN,DFW
5653,JNB,LHR
5654,JNU,KTN
5655,JUL,AQP
5656,KHH,NRT
5657,KIN,MIA
5658,KIX,HNL
5659,KOA,LAX
5660,KOA,OAK
5661,KOA,PHX
5662,KOA,SJC
5663,KTN,JNU
5664,KTN,SEA
5665,KUL,BKK
5666,KUL,CDG
5667,KUL,FRA
5668,KUL,LGK
5669,KUL,LHR
5670,KUL,NRT
5671,KUL,PEN
5673,KWI,LHR
5674,LAS,CLT
5675,LAS,DCA
5676,LAS,DFW
5677,LAS,JFK
5679,LAS,LGW
5680,LAS,LHR
5681,LAS,MIA
5682,LAS,ORD
5683,LAS,PHL
5684,LAS,PHX
5685,LAS,YEG
5686,LAS,YVR
5687,LAS,YYC
5688,LAS,YYZ
5689,LAW,DFW
5690,LAX,ABQ
5691,LAX,ANC
5692,LAX,AUS
5693,LAX,BDL
5694,LAX,BNA
5695,LAX,BNE
5696,LAX,BOS
5697,LAX,CLT
5698,LAX,CMH
5699,LAX,DCA
5700,LAX,DEN
5701,LAX,DFW
5702,LAX,DUS
5703,LAX,ELP
5704,LAX,EUG
5705,LAX,FAT
5706,LAX,GDL
5707,LAX,GRU
5708,LAX,HKG
5709,LAX,HNL
5710,LAX,IAD
5711,LAX,IAH
5712,LAX,IND
5713,LAX,JFK
5714,LAX,KOA
5716,LAX,LHR
5717,LAX,LIH
5718,LAX,LIM
5719,LAX,MAD
5720,LAX,MCO
5721,LAX,MEL
5722,LAX,MEX
5723,LAX,MFR
5724,LAX,MIA
5725,LAX,MMH
5726,LAX,MRY
5727,LAX,NAN
5728,LAX,NRT
5729,LAX,OGG
5730,LAX,OKC
5731,LAX,ORD
5732,LAX,PBI
5733,LAX,PDX
5734,LAX,PHL
5735,LAX,PHX
5736,LAX,PIT
5737,LAX,PPT
5738,LAX,PVG
5739,LAX,RDM
5740,LAX,RDU
5741,LAX,RNO
5742,LAX,SAF
5743,LAX,SAN
5744,LAX,SEA
5745,LAX,SFO
5746,LAX,SJC
5747,LAX,SJD
5748,LAX,SLC
5749,LAX,SMF
5750,LAX,STL
5751,LAX,STS
5752,LAX,SYD
5753,LAX,TUS
5754,LAX,XNA
5755,LAX,YEG
5756,LAX,YVR
5757,LAX,YYC
5758,LAX,YYZ
5759,LBA,LHR
5760,LBB,DFW
5761,LCA,LHR
5762,LCH,DFW
5763,LEX,CLT
5764,LEX,DFW
5765,LEX,ORD
5766,LFT,DFW
5767,LGA,BNA
5768,LGA,BOS
5769,LGA,CHO
5770,LGA,CLT
5771,LGA,CMH
5772,LGA,DAY
5773,LGA,DCA
5774,LGA,DFW
5775,LGA,DTW
5776,LGA,GSO
5777,LGA,ILM
5778,LGA,LIT
5779,LGA,MIA
5780,LGA,ORD
5781,LGA,ORF
5782,LGA,PBI
5783,LGA,PHL
5784,LGA,PIT
5785,LGA,RDU
5786,LGA,RIC
5787,LGA,ROA
5788,LGA,SDF
5789,LGA,STL
5790,LGA,TYS
5791,LGA,XNA
5792,LGA,YUL
5793,LGA,YYZ
5794,LGB,PDX
5795,LGB,PHX
5796,LGB,SEA
5797,LGK,KUL
5798,LGW,LAS
5799,LGW,MCO
5800,LGW,TPA
5801,LHE,AUH
5802,LHR,ABZ
5803,LHR,ACC
5804,LHR,AGP
5805,LHR,AMS
5806,LHR,ARN
5808,LHR,ATL
5809,LHR,AUH
5810,LHR,AUS
5811,LHR,BAH
5812,LHR,BCN
5813,LHR,BGO
5814,LHR,BHD
5815,LHR,BLQ
5816,LHR,BLR
5818,LHR,BOS
5819,LHR,BRU
5820,LHR,BSL
5821,LHR,BUD
5822,LHR,BWI
5823,LHR,CDG
5824,LHR,CLT
5825,LHR,CPH
5826,LHR,CPT
5828,LHR,DEN
5829,LHR,DFW
5830,LHR,DUB
5831,LHR,DUS
5832,LHR,DXB
5833,LHR,EBB
5834,LHR,EDI
5835,LHR,EWR
5836,LHR,FCO
5837,LHR,FRA
5838,LHR,GIB
5839,LHR,GLA
5840,LHR,GOT
5841,LHR,GVA
5842,LHR,HAJ
5844,LHR,HEL
5845,LHR,HYD
5846,LHR,IAD
5847,LHR,IAH
5848,LHR,IST
5849,LHR,JFK
5850,LHR,JNB
5851,LHR,KUL
5852,LHR,KWI
5853,LHR,LAS
5854,LHR,LAX
5855,LHR,LBA
5856,LHR,LCA
5857,LHR,LIN
5858,LHR,LIS
5859,LHR,LUX
5860,LHR,LYS
5861,LHR,MAA
5862,LHR,MAN
5863,LHR,MIA
5864,LHR,MRS
5865,LHR,MUC
5866,LHR,MXP
5867,LHR,NBO
5868,LHR,NCE
5869,LHR,NCL
5870,LHR,ORD
5871,LHR,OSL
5872,LHR,OTP
5873,LHR,PHL
5874,LHR,PHX
5875,LHR,PRG
5876,LHR,PSA
5877,LHR,RDU
5878,LHR,RTM
5879,LHR,SAN
5880,LHR,SEA
5881,LHR,SFO
5882,LHR,SOF
5884,LHR,SVG
5885,LHR,TLS
5887,LHR,VCE
5888,LHR,VIE
5889,LHR,WAW
5890,LHR,YUL
5891,LHR,YVR
5892,LHR,YYC
5893,LHR,YYZ
5894,LHR,ZAG
5895,LHR,ZRH
5896,LIH,LAX
5897,LIH,OAK
5898,LIH,PHX
5899,LIH,SJC
5900,LIM,DFW
5901,LIM,JFK
5902,LIM,LAX
5903,LIM,MIA
5904,LIM,SCL
5905,LIN,LHR
5906,LIR,CLT
5907,LIR,DFW
5908,LIR,MIA
5910,LIS,LHR
5911,LIS,PHL
5912,LIT,CLT
5913,LIT,DCA
5914,LIT,DFW
5915,LIT,LGA
5916,LIT,ORD
5917,LPA,MAD
5918,LPB,VVI
5919,LRD,DFW
5920,LRM,MIA
5921,LSE,ORD
5922,LUX,LHR
5923,LYH,CLT
5924,LYS,LHR
5925,MAA,LHR
5926,MAD,BOS
5927,MAD,DFW
5928,MAD,JFK
5929,MAD,LAX
5930,MAD,MIA
5931,MAD,ORD
5932,MAD,PHL
5933,MAF,DFW
5934,MAN,HEL
5935,MAN,JFK
5936,MAN,LHR
5937,MAN,ORD
5938,MAN,PHL
5939,MAO,MIA
5940,MAR,MIA
5941,MBJ,CLT
5942,MBJ,DFW
5943,MBJ,MIA
5944,MBJ,ORD
5945,MBJ,PHL
5946,MCI,CLT
5947,MCI,DCA
5948,MCI,DFW
5949,MCI,ORD
5950,MCI,PHL
5951,MCI,PHX
5952,MCI,SEA
5953,MCO,CLT
5954,MCO,DCA
5955,MCO,DFW
5956,MCO,GRU
5957,MCO,JFK
5958,MCO,LAX
5959,MCO,LGW
5960,MCO,MIA
5961,MCO,ORD
5962,MCO,PHL
5963,MCO,PHX
5964,MCO,SAN
5965,MCO,SEA
5966,MCO,YYZ
5967,MCT,AUH
5968,MDE,MIA
5969,MDT,BOS
5970,MDT,CLT
5971,MDT,ORD
5972,MDT,PHL
5973,MEL,ADL
5974,MEL,BNE
5975,MEL,CBR
5976,MEL,LAX
5977,MEL,PER
5978,MEL,SYD
5979,MEM,CLT
5980,MEM,DCA
5981,MEM,DFW
5982,MEM,MIA
5983,MEM,ORD
5984,MEX,CLT
5985,MEX,DFW
5986,MEX,LAX
5988,MEX,ORD
5989,MEX,PHX
5990,MFE,DFW
5991,MFR,LAX
5992,MGA,MIA
5993,MGM,CLT
5994,MGM,DFW
5995,MHH,MIA
5996,MHK,DFW
5997,MHK,ORD
5998,MHT,CLT
5999,MHT,DCA
6000,MHT,PHL
6001,MIA,ANU
6002,MIA,ASU
6003,MIA,ATL
6005,MIA,BCN
6006,MIA,BDA
6007,MIA,BDL
6008,MIA,BGI
6009,MIA,BHM
6010,MIA,BNA
6011,MIA,BOG
6012,MIA,BOS
6013,MIA,BSB
6014,MIA,BWI
6015,MIA,BZE
6016,MIA,CCS
6017,MIA,CDG
6018,MIA,CHS
6019,MIA,CLE
6020,MIA,CLO
6021,MIA,CLT
6022,MIA,CMH
6023,MIA,CNF
6024,MIA,CUN
6026,MIA,CVG
6027,MIA,CWB
6028,MIA,CZM
6029,MIA,DCA
6030,MIA,DEN
6031,MIA,DFW
6032,MIA,DTW
6033,MIA,DUS
6034,MIA,ELH
6035,MIA,EWR
6036,MIA,EYW
6038,MIA,FDF
6039,MIA,FPO
6040,MIA,GCM
6041,MIA,GGT
6042,MIA,GIG
6043,MIA,GND
6044,MIA,GNV
6045,MIA,GRU
6046,MIA,GSO
6047,MIA,GUA
6048,MIA,GYE
6049,MIA,IAD
6050,MIA,IAH
6051,MIA,IND
6052,MIA,JAX
6053,MIA,JFK
6054,MIA,KIN
6055,MIA,LAS
6056,MIA,LAX
6057,MIA,LGA
6058,MIA,LHR
6059,MIA,LIM
6060,MIA,LIR
6061,MIA,LPB
6062,MIA,LRM
6063,MIA,MAD
6064,MIA,MAO
6065,MIA,MAR
6066,MIA,MBJ
6067,MIA,MCO
6068,MIA,MDE
6069,MIA,MEM
6071,MIA,MGA
6072,MIA,MHH
6073,MIA,MSP
6074,MIA,MSY
6075,MIA,MVD
6076,MIA,MXP
6077,MIA,NAS
6078,MIA,ORD
6079,MIA,ORF
6080,MIA,PAP
6081,MIA,PHL
6082,MIA,PHX
6083,MIA,PIT
6084,MIA,PLS
6085,MIA,PNS
6086,MIA,POP
6087,MIA,POS
6088,MIA,PTP
6089,MIA,PTY
6091,MIA,RDU
6092,MIA,REC
6093,MIA,RIC
6094,MIA,RTB
6095,MIA,SAL
6096,MIA,SAN
6097,MIA,SAP
6098,MIA,SCL
6099,MIA,SDF
6100,MIA,SDQ
6101,MIA,SEA
6102,MIA,SFO
6103,MIA,SJO
6104,MIA,SJU
6105,MIA,SKB
6106,MIA,SSA
6107,MIA,STI
6108,MIA,STL
6109,MIA,STT
6110,MIA,STX
6111,MIA,SXM
6112,MIA,TGU
6113,MIA,TLH
6114,MIA,TPA
6115,MIA,TUL
6116,MIA,TXL
6117,MIA,UIO
6118,MIA,UVF
6119,MIA,YUL
6120,MIA,YYZ
6121,MKE,CLT
6122,MKE,DFW
6123,MKE,ORD
6124,MKE,PHL
6125,MKE,PHX
6126,MLB,CLT
6127,MLI,DFW
6128,MLI,ORD
6129,MLM,DFW
6130,MLU,DFW
6131,MMH,LAX
6132,MOB,CLT
6133,MOB,DFW
6134,MQT,ORD
6135,MRS,LHR
6136,MRY,LAX
6137,MRY,PHX
6138,MSN,DFW
6139,MSN,ORD
6140,MSP,CLT
6141,MSP,DCA
6142,MSP,DFW
6143,MSP,MIA
6144,MSP,ORD
6145,MSP,PHL
6146,MSP,PHX
6147,MSY,AUS
6148,MSY,CLT
6149,MSY,DCA
6150,MSY,DFW
6151,MSY,MIA
6152,MSY,ORD
6153,MSY,PHL
6154,MTY,DFW
6155,MUC,LHR
6156,MUC,PHL
6157,MVD,MIA
6158,MXP,JFK
6159,MXP,LHR
6160,MXP,MIA
6161,MYR,CLT
6162,MYR,DCA
6163,MYR,PHL
6164,MZT,DFW
6165,MZT,PHX
6166,NAN,LAX
6167,NAS,CLT
6168,NAS,DCA
6169,NAS,DFW
6170,NAS,MIA
6171,NAS,PHL
6172,NBO,LHR
6173,NCE,LHR
6174,NCL,LHR
6175,NGO,HNL
6176,NGO,NRT
6177,NRT,BKK
6178,NRT,BOS
6179,NRT,CTS
6180,NRT,DFW
6181,NRT,FUK
6182,NRT,HAN
6183,NRT,HKG
6184,NRT,HNL
6186,NRT,ITM
6187,NRT,JFK
6188,NRT,KHH
6189,NRT,KUL
6190,NRT,LAX
6191,NRT,NGO
6192,NRT,ORD
6193,NRT,PUS
6194,NRT,SAN
6195,NRT,SGN
6196,NRT,SIN
6197,NRT,TPE
6198,NRT,YVR
6199,OAJ,CLT
6200,OAJ,DCA
6201,OAK,HNL
6202,OAK,KOA
6203,OAK,LIH
6204,OAK,OGG
6205,OAK,PDX
6206,OAK,PHX
6207,OAK,SEA
6208,OGG,DFW
6209,OGG,LAX
6210,OGG,OAK
6211,OGG,PHX
6212,OGG,SJC
6213,OGG,SMF
6214,OKC,DFW
6215,OKC,LAX
6216,OKC,ORD
6217,OMA,CLT
6218,OMA,DCA
6219,OMA,DFW
6220,OMA,ORD
6221,OMA,PHX
6222,ONT,DFW
6223,ONT,PDX
6224,ONT,PHX
6225,ONT,SEA
6226,ORD,ABQ
6227,ORD,ALO
6228,ORD,AMM
6229,ORD,ART
6230,ORD,ATL
6231,ORD,AUH
6232,ORD,AUS
6233,ORD,AZO
6234,ORD,BDL
6235,ORD,BMI
6236,ORD,BNA
6237,ORD,BOS
6238,ORD,BUF
6239,ORD,BWI
6240,ORD,CDG
6241,ORD,CHA
6242,ORD,CHO
6243,ORD,CID
6244,ORD,CLE
6245,ORD,CLT
6246,ORD,CMH
6247,ORD,CMI
6248,ORD,COU
6249,ORD,CUN
6250,ORD,CVG
6251,ORD,CWA
6252,ORD,DAY
6253,ORD,DBQ
6254,ORD,DCA
6255,ORD,DEN
6256,ORD,DFW
6257,ORD,DOH
6258,ORD,DSM
6259,ORD,DTW
6260,ORD,DUB
6261,ORD,DUS
6262,ORD,ELP
6263,ORD,EVV
6264,ORD,EWR
6265,ORD,FAR
6266,ORD,FCO
6267,ORD,FLL
6268,ORD,FNT
6269,ORD,FSD
6270,ORD,FWA
6271,ORD,GRB
6272,ORD,GRR
6273,ORD,HKG
6274,ORD,HPN
6275,ORD,HSV
6276,ORD,IAH
6277,ORD,ICT
6278,ORD,IND
6279,ORD,JAX
6280,ORD,JFK
6281,ORD,LAS
6282,ORD,LAX
6283,ORD,LEX
6284,ORD,LGA
6285,ORD,LHR
6286,ORD,LIT
6287,ORD,LSE
6288,ORD,MAD
6289,ORD,MAN
6290,ORD,MBJ
6291,ORD,MCI
6292,ORD,MCO
6293,ORD,MDT
6294,ORD,MEM
6295,ORD,MEX
6296,ORD,MHK
6297,ORD,MIA
6298,ORD,MKE
6299,ORD,MLI
6300,ORD,MQT
6301,ORD,MSN
6302,ORD,MSP
6303,ORD,MSY
6304,ORD,NRT
6305,ORD,OKC
6306,ORD,OMA
6307,ORD,PBI
6308,ORD,PDX
6309,ORD,PEK
6310,ORD,PHL
6311,ORD,PHX
6312,ORD,PIA
6313,ORD,PIT
6314,ORD,PSP
6315,ORD,PVG
6316,ORD,PVR
6317,ORD,RDU
6318,ORD,RIC
6319,ORD,RNO
6320,ORD,ROC
6321,ORD,RST
6322,ORD,RSW
6323,ORD,SAN
6324,ORD,SAT
6325,ORD,SDF
6326,ORD,SEA
6327,ORD,SFO
6328,ORD,SGF
6329,ORD,SJC
6330,ORD,SJD
6331,ORD,SJU
6332,ORD,SLC
6333,ORD,SNA
6334,ORD,STL
6335,ORD,SUX
6336,ORD,SYR
6337,ORD,TOL
6338,ORD,TPA
6339,ORD,TUL
6340,ORD,TUS
6341,ORD,TVC
6342,ORD,TXL
6343,ORD,TYS
6344,ORD,XNA
6345,ORD,YKF
6346,ORD,YUL
6347,ORD,YVR
6348,ORD,YYC
6349,ORD,YYZ
6350,ORF,CLT
6351,ORF,DCA
6352,ORF,DFW
6353,ORF,JFK
6354,ORF,LGA
6355,ORF,MIA
6356,ORF,PHL
6357,ORY,EWR
6358,ORY,JFK
6359,OSL,LHR
6360,OTP,LHR
6361,PAP,FLL
6362,PAP,JFK
6363,PAP,MIA
6364,PBC,DFW
6365,PBI,CLT
6366,PBI,DCA
6367,PBI,DFW
6368,PBI,LAX
6369,PBI,LGA
6370,PBI,ORD
6371,PBI,PHL
6372,PDX,BOS
6373,PDX,BUR
6374,PDX,CLT
6375,PDX,DCA
6376,PDX,DFW
6377,PDX,LAX
6378,PDX,LGB
6379,PDX,OAK
6380,PDX,ONT
6381,PDX,ORD
6382,PDX,PHL
6383,PDX,PHX
6384,PDX,SAN
6385,PDX,SFO
6386,PDX,SJC
6387,PDX,SNA
6388,PDX,YVR
6389,PEK,ORD
6390,PEK,SEA
6391,PEN,KUL
6392,PER,BNE
6393,PER,MEL
6394,PER,SYD
6395,PGV,CLT
6396,PHF,CLT
6397,PHF,PHL
