,Source airport,Destination airport,Stops
22897,DUB,BOD,0
22898,DUB,BOH,0
22899,DUB,BOJ,0
22900,DUB,BOS,0
22901,DUB,BRS,0
22902,DUB,BRU,0
22903,DUB,BUD,0
22905,DUB,CFU,0
22907,DUB,CTA,0
22908,DUB,CWL,0
22909,DUB,DBV,0
22911,DUB,EDI,0
22912,DUB,FAO,0
22913,DUB,FCO,0
22914,DUB,FRA,0
22915,DUB,FUE,0
22916,DUB,GLA,0
22917,DUB,GVA,0
22918,DUB,HAJ,0
22919,DUB,HAM,0
22920,DUB,IAD,0
22921,DUB,IBZ,0
22922,DUB,IOM,0
22923,DUB,JER,0
22925,DUB,KIR,0
22926,DUB,LGW,0
22928,DUB,LIN,0
22929,DUB,LIS,0
22930,DUB,LPA,0
22931,DUB,LYS,0
22932,DUB,MAD,0
22933,DUB,MAN,0
22934,DUB,MCO,0
22935,DUB,MRS,0
22936,DUB,MUC,0
22937,DUB,MXP,0
22938,DUB,NAP,0
22939,DUB,NCE,0
22940,DUB,NCL,0
22942,DUB,PGF,0
22943,DUB,PMI,0
22944,DUB,PRG,0
22945,DUB,PUY,0
22946,DUB,SCQ,0
22947,DUB,SEN,0
22948,DUB,SFO,0
22949,DUB,STR,0
22950,DUB,SXF,0
22951,DUB,TFS,0
22952,DUB,TLS,0
22953,DUB,VCE,0
22954,DUB,VIE,0
22955,DUB,VRN,0
22956,DUB,WAW,0
22958,DUB,ZRH,0
22960,EDI,DUB,0
22961,EDI,ORK,0
22962,EDI,SNN,0
22963,FAO,BHD,0
22964,FAO,DUB,0
22965,FAO,ORK,0
22966,FAO,SNN,0
22967,FCO,DUB,0
22968,FRA,DUB,0
22969,FUE,DUB,0
22970,GLA,DUB,0
22971,GLA,ORK,0
22972,GVA,DUB,0
22973,HAJ,DUB,0
22974,HAM,DUB,0
22975,IAD,DUB,0
22976,IBZ,DUB,0
22977,IOM,DUB,0
22978,JER,DUB,0
22979,JER,ORK,0
22981,JFK,SNN,0
22982,KIR,DUB,0
22983,LGW,BHD,0
22984,LGW,DUB,0
22985,LGW,NOC,0
22988,LHR,ORK,0
22989,LHR,SNN,0
22990,LIN,DUB,0
22991,LIS,DUB,0
22992,LIS,ORK,0
22993,LPA,DUB,0
22994,LYS,DUB,0
22995,MAD,DUB,0
22996,MAN,DUB,0
22997,MAN,ORK,0
22998,MAN,SNN,0
22999,MCO,DUB,0
23000,MRS,DUB,0
23002,MUC,DUB,0
23003,MUC,ORK,0
23004,MXP,DUB,0
23005,NAP,DUB,0
23006,NCE,DUB,0
23007,NCE,ORK,0
23008,NCL,DUB,0
23009,NCL,ORK,0
23010,NOC,LGW,0
23014,ORK,ACE,0
23015,ORK,AGP,0
23016,ORK,ALC,0
23017,ORK,AMS,0
23018,ORK,BCN,0
23019,ORK,BHX,0
23020,ORK,BRS,0
23021,ORK,BRU,0
23022,ORK,CDG,0
23023,ORK,EDI,0
23024,ORK,FAO,0
23025,ORK,GLA,0
23026,ORK,JER,0
23027,ORK,LHR,0
23028,ORK,LIS,0
23029,ORK,MAN,0
23030,ORK,MUC,0
23031,ORK,NCE,0
23032,ORK,NCL,0
23033,ORK,PMI,0
23034,PGF,DUB,0
23035,PMI,BHD,0
23036,PMI,DUB,0
23037,PMI,ORK,0
23038,PRG,DUB,0
23039,PUY,DUB,0
23040,SCQ,DUB,0
23041,SEN,DUB,0
23042,SFO,DUB,0
23043,SNN,AGP,0
23044,SNN,BHX,0
23045,SNN,BOS,0
23046,SNN,BRS,0
23047,SNN,EDI,0
23048,SNN,FAO,0
23049,SNN,JFK,0
23050,SNN,LHR,0
23051,SNN,MAN,0
23052,STR,DUB,0
23053,SXF,DUB,0
23054,TFS,DUB,0
23055,TLS,DUB,0
23056,VCE,DUB,0
23057,VIE,DUB,0
23058,VRN,DUB,0
23059,WAW,DUB,0
23061,ZRH,DUB,0
23064,ACC,DXB,0
23065,ADD,DXB,0
23066,ADL,DXB,0
23068,AKL,MEL,0
23071,AMD,DXB,0
23072,AMM,DXB,0
23074,ARN,DXB,0
23075,ATH,DXB,0
23077,BCN,DXB,0
23078,BEY,DXB,0
23079,BGW,DXB,0
23080,BHX,DXB,0
23081,BKK,DXB,0
23083,BKK,SYD,0
23084,BLR,DXB,0
23086,BNE,BKQ,0
23087,BNE,DXB,0
23088,BNE,LRE,0
23089,BNE,ROK,0
23093,BSR,DXB,0
23094,CAI,DXB,0
23097,CCU,DXB,0
23099,CGK,DXB,0
23101,CMB,DXB,0
23103,CMN,DXB,0
23104,CNS,GOV,0
23106,CPH,DXB,0
23107,CPT,DXB,0
23109,DAR,DXB,0
23112,DKR,DXB,0
23113,DME,DXB,0
23114,DMM,DXB,0
23116,DRW,ASP,0
23117,DRW,GOV,0
23118,DUB,DXB,0
23119,DUR,DXB,0
23120,DUS,DXB,0
23121,DXB,ACC,0
23122,DXB,ADD,0
23123,DXB,ADL,0
23125,DXB,AMD,0
23126,DXB,AMM,0
23128,DXB,ARN,0
23129,DXB,ATH,0
23130,DXB,BAH,0
23131,DXB,BCN,0
23132,DXB,BEY,0
23133,DXB,BGW,0
23134,DXB,BHX,0
23135,DXB,BKK,0
23136,DXB,BLR,0
23137,DXB,BNE,0
23140,DXB,BSR,0
23141,DXB,CAI,0
23144,DXB,CCU,0
23146,DXB,CGK,0
23147,DXB,CMB,0
23148,DXB,CMN,0
23150,DXB,CPH,0
23151,DXB,CPT,0
23153,DXB,DAR,0
23156,DXB,DKR,0
23157,DXB,DME,0
23158,DXB,DMM,0
23159,DXB,DOH,0
23160,DXB,DUB,0
23161,DXB,DUR,0
23162,DXB,DUS,0
23163,DXB,EBB,0
23164,DXB,EBL,0
23165,DXB,FCO,0
23166,DXB,FRA,0
23167,DXB,GIG,0
23168,DXB,GLA,0
23169,DXB,GRU,0
23170,DXB,GVA,0
23171,DXB,HAM,0
23173,DXB,HKT,0
23174,DXB,HND,0
23178,DXB,ICN,0
23179,DXB,IKA,0
23180,DXB,ISB,0
23181,DXB,IST,0
23182,DXB,JED,0
23184,DXB,JNB,0
23186,DXB,KBP,0
23187,DXB,KHI,0
23188,DXB,KIX,0
23189,DXB,KRT,0
23190,DXB,KUL,0
23191,DXB,KWI,0
23194,DXB,LCA,0
23195,DXB,LED,0
23196,DXB,LGW,0
23197,DXB,LHE,0
23199,DXB,LIS,0
23200,DXB,LOS,0
23201,DXB,LUN,0
23202,DXB,LYS,0
23204,DXB,MAD,0
23205,DXB,MAN,0
23206,DXB,MCT,0
23207,DXB,MED,0
23208,DXB,MEL,0
23209,DXB,MLA,0
23210,DXB,MLE,0
23212,DXB,MRU,0
23213,DXB,MUC,0
23215,DXB,NBO,0
23216,DXB,NCE,0
23217,DXB,NCL,0
23218,DXB,NRT,0
23220,DXB,PER,0
23221,DXB,PEW,0
23222,DXB,PRG,0
23223,DXB,PVG,0
23224,DXB,RUH,0
23225,DXB,SAH,0
23227,DXB,SEZ,0
23229,DXB,SGN,0
23230,DXB,SIN,0
23231,DXB,SKT,0
23232,DXB,SYD,0
23233,DXB,TPE,0
23235,DXB,TUN,0
23236,DXB,VCE,0
23237,DXB,VIE,0
23238,DXB,WAW,0
23239,DXB,YYZ,0
23240,DXB,ZRH,0
23241,EBB,DXB,0
23242,EBL,DXB,0
23244,FCO,DXB,0
23245,FRA,DXB,0
23246,GIG,DXB,0
23248,GLA,DXB,0
23249,GRU,DXB,0
23250,GVA,DXB,0
23251,HAM,DXB,0
23254,HKT,DXB,0
23255,HND,DXB,0
23260,ICN,DXB,0
23261,IKA,DXB,0
23262,ISB,DXB,0
23263,IST,DXB,0
23264,JED,DXB,0
23267,JNB,DXB,0
23269,KBP,DXB,0
23270,KHI,DXB,0
23271,KIX,DXB,0
23272,KRT,DXB,0
23273,KUL,DXB,0
23275,KWI,DXB,0
23278,LCA,DXB,0
23279,LCA,MLA,0
23280,LED,DXB,0
23281,LGW,DXB,0
23282,LHE,DXB,0
23284,LIS,DXB,0
23285,LOS,DXB,0
23286,LUN,DXB,0
23288,LYS,DXB,0
23290,MAD,DXB,0
23291,MAN,DXB,0
23292,MCT,DXB,0
23293,MED,DXB,0
23294,MEL,AKL,0
23295,MEL,DXB,0
23297,MEL,SIN,0
23298,MEL,WLG,0
23299,MLA,LCA,0
23300,MLA,TIP,0
23302,MLE,DXB,0
23304,MRU,DXB,0
23305,MUC,DXB,0
23308,NBO,DXB,0
23309,NCE,DXB,0
23310,NCL,DXB,0
23311,NRT,DXB,0
23313,PER,ASP,0
23314,PER,DXB,0
23316,PEW,DXB,0
23317,PRG,DXB,0
23318,PVG,DXB,0
23319,ROK,BNE,0
23320,RUH,DXB,0
23321,SAH,DXB,0
23323,SEZ,DXB,0
23325,SGN,DXB,0
23327,SIN,DXB,0
23328,SIN,MEL,0
23331,SKT,DXB,0
23333,SYD,BKK,0
23335,SYD,DXB,0
23337,SYD,WLG,0
23338,SYD,ZQN,0
23339,TIP,DXB,0
23340,TPE,DXB,0
23342,TUN,DXB,0
23343,VCE,DXB,0
23344,VIE,DXB,0
23345,WAW,DXB,0
23346,WLG,MEL,0
23347,WLG,SYD,0
23348,YYZ,DXB,0
23349,ZQN,SYD,0
23350,ZRH,DXB,0
23352,DOK,SKG,0
23353,ROV,SKG,0
23355,SKG,DOK,0
23356,SKG,ROV,0
23357,BRI,MUC,0
23358,FLR,MUC,0
23360,FRA,VRN,0
23362,MUC,BRI,0
23363,MUC,FLR,0
23364,MUC,VCE,0
23365,MUC,VRN,0
23366,VCE,MUC,0
23367,VRN,FRA,0
23368,VRN,MUC,0
23369,CAI,ELQ,0
23370,CAI,TIF,0
23371,CAI,TUU,0
23372,CAI,YNB,0
23373,ELQ,CAI,0
23378,TIF,CAI,0
23379,TUU,CAI,0
23380,YNB,CAI,0
23381,ABD,SYZ,0
23383,ACZ,MHD,0
23384,ADU,THR,0
23385,AFZ,THR,0
23386,ARN,IKA,0
23387,AWZ,KWI,0
23389,AWZ,PGU,0
23392,AZD,BND,0
23394,AZD,THR,0
23395,BDH,DXB,0
23396,BJB,THR,0
23397,BND,AZD,0
23398,BND,DXB,0
23399,BND,IFN,0
23400,BND,KIH,0
23401,BND,RAS,0
23402,BND,SYZ,0
23403,BND,THR,0
23404,BUZ,DXB,0
23405,BUZ,MHD,0
23406,BUZ,THR,0
23407,BXR,THR,0
23408,DEF,THR,0
23409,DXB,BDH,0
23410,DXB,BND,0
23411,DXB,BUZ,0
23413,DXB,LFM,0
23414,DXB,LRR,0
23415,DXB,MHD,0
23416,DXB,SYZ,0
23417,DXB,TBZ,0
23418,DXB,ZAH,0
23419,DXB,ZBR,0
23421,DYU,MHD,0
23422,EVN,IKA,0
23423,GBT,MHD,0
23424,GBT,THR,0
23425,GBT,ZAH,0
23426,GCH,THR,0
23427,GSM,SYZ,0
23428,HDM,MHD,0
23429,HEA,MHD,0
23430,IFN,BND,0
23432,IFN,PGU,0
23433,IFN,THR,0
23434,IIL,THR,0
23435,IKA,ARN,0
23438,IKA,EVN,0
23439,IKA,IST,0
23440,IKA,ISU,0
23441,IKA,KBL,0
23442,IST,IKA,0
23443,ISU,IKA,0
23444,KBL,IKA,0
23445,KBL,MHD,0
23446,KDH,MHD,0
23447,KER,SYZ,0
23448,KHY,THR,0
23449,KIH,BND,0
23452,KWI,AWZ,0
23453,KWI,LFM,0
23454,KWI,MHD,0
23455,KWI,SYZ,0
23456,LFM,DXB,0
23457,LFM,KWI,0
23458,LFM,SYZ,0
23459,LRR,DXB,0
23460,LRR,SYZ,0
23461,MCT,SYZ,0
23462,MCT,ZBR,0
23463,MHD,ACZ,0
23466,MHD,BUZ,0
23467,MHD,DXB,0
23468,MHD,DYU,0
23469,MHD,GBT,0
23470,MHD,HDM,0
23471,MHD,HEA,0
23473,MHD,KBL,0
23474,MHD,KDH,0
23475,MHD,KWI,0
23476,MHD,MZR,0
23477,MHD,NSH,0
23479,MHD,RZR,0
23484,MHD,ZBR,0
23485,MZR,IKA,0
23486,NSH,MHD,0
23487,NSH,THR,0
23488,OMH,THR,0
23489,PFQ,THR,0
23490,PGU,AWZ,0
23491,PGU,IFN,0
23492,PGU,RAS,0
23493,PGU,SYZ,0
23494,PGU,THR,0
23495,RAS,BND,0
23497,RAS,PGU,0
23498,RAS,SYZ,0
23499,RAS,THR,0
23500,RZR,MHD,0
23501,RZR,THR,0
23502,SDG,THR,0
23503,SRY,SYZ,0
23504,SYZ,ABD,0
23506,SYZ,BND,0
23507,SYZ,DXB,0
23508,SYZ,GSM,0
23509,SYZ,KER,0
23511,SYZ,KWI,0
23512,SYZ,LFM,0
23513,SYZ,LRR,0
23514,SYZ,MCT,0
23516,SYZ,PGU,0
23517,SYZ,RAS,0
23518,SYZ,SRY,0
23519,SYZ,TBZ,0
23521,SYZ,ZAH,0
23522,TBZ,DXB,0
23524,TBZ,SYZ,0
23527,THR,ADU,0
23528,THR,AFZ,0
23530,THR,AZD,0
23531,THR,BJB,0
23532,THR,BND,0
23533,THR,BUZ,0
23534,THR,BXR,0
23535,THR,DEF,0
23536,THR,GBT,0
23537,THR,GCH,0
23538,THR,IFN,0
23539,THR,IIL,0
23540,THR,KHY,0
23543,THR,NSH,0
23544,THR,OMH,0
23545,THR,PFQ,0
23546,THR,PGU,0
23547,THR,RAS,0
23548,THR,RZR,0
23549,THR,SDG,0
23552,THR,YES,0
23553,THR,ZAH,0
23554,THR,ZBR,0
23555,YES,THR,0
23556,ZAH,DXB,0
23557,ZAH,GBT,0
23559,ZAH,SYZ,0
23560,ZAH,THR,0
23561,ZBR,MCT,0
23562,ZBR,MHD,0
23563,ZBR,THR,0
23567,CLO,ESM,0
23568,CUE,GYE,0
23569,CUE,UIO,0
23570,ESM,CLO,0
23571,ESM,GYE,0
23572,ESM,UIO,0
23573,ETR,UIO,0
23574,GPS,GYE,0
23575,GRU,UIO,0
23576,GYE,CUE,0
23577,GYE,ESM,0
23578,GYE,GPS,0
23579,GYE,LOH,0
23580,GYE,LTX,0
23584,HAV,UIO,0
23585,LGQ,UIO,0
23587,LOH,GYE,0
23588,LOH,UIO,0
23589,LTX,GYE,0
23590,LTX,OCC,0
23591,MEC,UIO,0
23592,OCC,LTX,0
23596,TNW,UIO,0
23598,UIO,CUE,0
23599,UIO,ESM,0
23600,UIO,ETR,0
23601,UIO,GRU,0
23603,UIO,HAV,0
23604,UIO,LGQ,0
23606,UIO,LOH,0
23607,UIO,MEC,0
23609,UIO,TUA,0
23610,UIO,XMS,0
23611,XMS,TNW,0
23612,ABJ,CKY,0
23614,ABJ,LFW,0
23615,ABJ,LOS,0
23617,ABV,ADD,0
23618,ABV,COO,0
23619,ABV,LFW,0
23620,ABV,NDJ,0
23621,ABV,NIM,0
23622,ACC,ADD,0
23624,ACC,LFW,0
23625,ACC,MLW,0
23626,ADD,ABV,0
23627,ADD,ACC,0
23628,ADD,AMH,0
23629,ADD,ASO,0
23630,ADD,AXU,0
23631,ADD,BEY,0
23632,ADD,BJR,0
23633,ADD,BKK,0
23634,ADD,BKO,0
23636,ADD,CAI,0
23638,ADD,CDG,0
23639,ADD,COO,0
23640,ADD,DAR,0
23642,ADD,DIR,0
23643,ADD,DLA,0
23644,ADD,DMM,0
23646,ADD,EBB,0
23647,ADD,ENU,0
23648,ADD,FBM,0
23649,ADD,FCO,0
23650,ADD,FIH,0
23651,ADD,FRA,0
23652,ADD,GDQ,0
23653,ADD,GMB,0
23654,ADD,HGA,0
23655,ADD,HKG,0
23656,ADD,HRE,0
23658,ADD,JIB,0
23659,ADD,JIJ,0
23660,ADD,JIM,0
23661,ADD,JNB,0
23662,ADD,JRO,0
23663,ADD,JUB,0
23664,ADD,KGL,0
23665,ADD,KRT,0
23666,ADD,KWI,0
23667,ADD,LAD,0
23668,ADD,LBV,0
23669,ADD,LFW,0
23670,ADD,LHR,0
23671,ADD,LLW,0
23672,ADD,LOS,0
23673,ADD,LUN,0
23674,ADD,MBA,0
23675,ADD,MCT,0
23676,ADD,MPM,0
23677,ADD,MQX,0
23678,ADD,NBO,0
23679,ADD,NDJ,0
23680,ADD,NIM,0
23681,ADD,OUA,0
23683,ADD,PNR,0
23684,ADD,PVG,0
23685,ADD,RUH,0
23686,ADD,SSG,0
23687,ADD,SZE,0
23688,ADD,TLV,0
23689,ADL,SIN,0
23690,AKL,SIN,0
23691,AMH,ADD,0
23692,AMS,FRA,0
23693,ARN,ADD,0
23695,ARN,FRA,0
23698,ASO,ADD,0
23699,AXU,ADD,0
23700,AXU,LLI,0
23701,BCN,FRA,0
23702,BEY,ADD,0
23703,BGF,DLA,0
23704,BJM,KGL,0
23705,BJR,ADD,0
23706,BJR,LLI,0
23707,BKK,ADD,0
23711,BKO,ADD,0
23714,BKO,LFW,0
23716,BLZ,ADD,0
23717,BLZ,JNB,0
23718,BLZ,LLW,0
23721,BRU,CDG,0
23722,BRU,FRA,0
23723,BUD,FRA,0
23724,BZV,ADD,0
23725,BZV,DLA,0
23726,CAI,ADD,0
23727,CAI,LCA,0
23729,CDG,ADD,0
23730,CDG,BRU,0
23731,CHC,SIN,0
23732,CKY,ABJ,0
23735,CKY,LFW,0
23738,COO,ABV,0
23739,COO,ADD,0
23741,COO,NIM,0
23744,DAR,ADD,0
23745,DAR,LLW,0
23746,DAR,ZNZ,0
23748,DIR,ADD,0
23749,DIR,JIB,0
23750,DIR,JIJ,0
23753,DLA,ADD,0
23755,DLA,BZV,0
23756,DLA,LFW,0
23757,DLA,NDJ,0
23759,DMM,ADD,0
23760,DUS,FRA,0
23763,EBB,ADD,0
23764,EBB,KGL,0
23765,ENU,ADD,0
23766,FBM,NLA,0
23767,FCO,ADD,0
23770,FIH,LBV,0
23772,FNA,MLW,0
23773,FRA,ADD,0
23774,FRA,AMS,0
23775,FRA,ARN,0
23776,FRA,BCN,0
23777,FRA,BRU,0
23778,FRA,BUD,0
23780,FRA,DUS,0
23781,FRA,GOT,0
23782,FRA,GVA,0
23786,FRA,LIS,0
23787,FRA,LYS,0
23789,FRA,MRS,0
23790,FRA,MUC,0
23791,FRA,MXP,0
23792,FRA,OSL,0
23793,FRA,OTP,0
23794,FRA,PRG,0
23795,FRA,TLS,0
23798,FRA,WAW,0
23799,FRA,ZRH,0
23800,GDE,JIJ,0
23801,GDQ,ADD,0
23802,GDQ,LLI,0
23803,GIG,GRU,0
23804,GMB,ADD,0
23805,GMB,ASO,0
23806,GOT,FRA,0
23807,GRU,LFW,0
23808,GVA,FRA,0
23811,HGA,ADD,0
23812,HKG,ADD,0
23814,HRE,ADD,0
23815,HRE,LLW,0
23817,IAD,ADD,0
23823,JIB,ADD,0
23824,JIB,DIR,0
23825,JIJ,ADD,0
23826,JIJ,DIR,0
23827,JIJ,GDE,0
23828,JIM,ADD,0
23829,JIM,AMH,0
23830,JNB,ADD,0
23831,JNB,BLZ,0
23833,JRO,ADD,0
23834,JRO,ZNZ,0
23835,JUB,ADD,0
23836,KGL,ADD,0
23838,KRT,ADD,0
23840,KWI,ADD,0
23841,LAD,ADD,0
23842,LBV,ADD,0
23843,LBV,FIH,0
23844,LBV,LFW,0
23846,LBV,NSI,0
23847,LBV,PNR,0
23848,LCA,CAI,0
23849,LFW,ABJ,0
23850,LFW,ABV,0
23852,LFW,ADD,0
23853,LFW,BKO,0
23854,LFW,CKY,0
23855,LFW,COO,0
23856,LFW,DLA,0
23857,LFW,GIG,0
23858,LFW,LBV,0
23859,LFW,LOS,0
23861,LHR,ADD,0
23863,LIS,FRA,0
23864,LLI,ADD,0
23865,LLI,AXU,0
23866,LLI,GDQ,0
23867,LLW,BLZ,0
23868,LLW,DAR,0
23869,LLW,HRE,0
23871,LOS,ABJ,0
23872,LOS,ADD,0
23873,LOS,LBV,0
23874,LOS,LFW,0
23875,LUN,ADD,0
23876,LUN,BLZ,0
23879,LYS,FRA,0
23881,MBA,ADD,0
23882,MBA,JRO,0
23883,MCT,ADD,0
23885,MLW,ACC,0
23886,MLW,FNA,0
23887,MPM,ADD,0
23888,MQX,ADD,0
23889,MQX,SHC,0
23890,MQX,SZE,0
23891,MRS,FRA,0
23894,MXP,FRA,0
23895,NBO,ADD,0
23896,NDJ,ABV,0
23897,NDJ,ADD,0
23898,NDJ,DLA,0
23899,NDJ,NIM,0
23900,NIM,ABV,0
23901,NIM,ADD,0
23902,NIM,COO,0
23903,NIM,NDJ,0
23905,NLA,ADD,0
23906,NSI,LBV,0
23908,OSL,FRA,0
23909,OTP,FRA,0
23911,OUA,ADD,0
23918,PNR,ADD,0
23919,PNR,LBV,0
23920,PRG,FRA,0
23921,PVG,ADD,0
23922,RUH,ADD,0
23923,SHC,MQX,0
23924,SIN,ADL,0
23925,SIN,AKL,0
23928,SIN,CHC,0
23933,SOF,FRA,0
23934,SSG,ADD,0
23937,SZE,ADD,0
23938,SZE,MQX,0
23939,TLS,FRA,0
23940,TLV,ADD,0
23943,WAW,FRA,0
23945,YYZ,ADD,0
23946,ZNZ,ADD,0
23947,ZNZ,JRO,0
23948,ZRH,FRA,0
23950,BHY,CTU,0
23959,CTU,BHY,0
23963,CTU,JGS,0
23965,CTU,JNG,0
23970,CTU,LYG,0
23971,CTU,LZH,0
23981,CTU,ZYI,0
23986,HYN,WUH,0
23987,JGS,CTU,0
23988,JGS,XMN,0
23991,JNG,CTU,0
23992,JNG,SHE,0
23996,KMG,LZH,0
24000,LYG,CTU,0
24001,LYG,SHE,0
24002,LZH,CTU,0
24003,LZH,KMG,0
24004,LZH,SZX,0
24005,LZH,XMN,0
24010,SHE,JNG,0
24011,SHE,LYG,0
24016,SZX,LZH,0
24023,WUH,HYN,0
24026,XMN,JGS,0
24027,XMN,LZH,0
24028,ZYI,CTU,0
24030,ALA,AUH,0
24032,AMM,AUH,0
24034,AMS,BEG,0
24040,AUH,ALA,0
24042,AUH,AMM,0
24046,AUH,BEG,0
24047,AUH,BEY,0
24048,AUH,BGW,0
24053,AUH,BSR,0
24054,AUH,CAI,0
24062,AUH,DAC,0
24064,AUH,DME,0
24066,AUH,DOH,0
24069,AUH,EBL,0
24072,AUH,GRU,0
24073,AUH,GVA,0
24074,AUH,HKG,0
24078,AUH,ICN,0
24079,AUH,IKA,0
24081,AUH,IST,0
24082,AUH,JAI,0
24083,AUH,JED,0
24088,AUH,KTM,0
24094,AUH,LOS,0
24096,AUH,MAN,0
24098,AUH,MED,0
24101,AUH,MNL,0
24106,AUH,NRT,0
24109,AUH,PEW,0
24110,AUH,PVG,0
24111,AUH,RUH,0
24112,AUH,SAH,0
24114,AUH,SGN,0
24118,AUH,TSE,0
24122,BEG,AMS,0
24124,BEG,AUH,0
24126,BEG,LHR,0
24127,BEY,AUH,0
24128,BGW,AUH,0
24135,BKK,MDL,0
24143,BSR,AUH,0
24145,CAI,AUH,0
24152,CGK,PER,0
24158,DAC,AUH,0
24161,DME,AUH,0
24163,DOH,AUH,0
24166,EBL,AUH,0
24175,GRU,AUH,0
24176,GVA,AUH,0
24184,HRI,CMB,0
24187,ICN,AUH,0
24188,IKA,AUH,0
24190,IST,AUH,0
24191,JAI,AUH,0
24192,JED,AUH,0
24201,KTM,AUH,0
24208,LIS,AGP,0
24210,LIS,PXO,0
24211,LOS,AUH,0
24214,MAN,AUH,0
24216,MDL,BKK,0
24217,MED,AUH,0
24220,MLE,HRI,0
24221,MNL,AUH,0
24229,NRT,AUH,0
24230,OPO,AMS,0
24239,PER,CGK,0
24240,PEW,AUH,0
24241,PVG,AUH,0
24242,PXO,LIS,0
24243,RUH,AUH,0
24244,SAH,AUH,0
24246,SGN,AUH,0
24251,TSE,AUH,0
24259,JRO,WIL,0
24260,LAU,WIL,0
24262,NYK,UAS,0
24263,NYK,WIL,0
24264,UAS,NYK,0
24266,WIL,JRO,0
24269,WIL,NYK,0
24270,WIL,UAS,0
24273,LAD,SSY,0
24275,SSY,LAD,0
24277,AMS,LEJ,0
24278,BEG,GVA,0
24279,BOD,GVA,0
24281,CDG,LEJ,0
24282,CTA,LMP,0
24286,FLR,ZRH,0
24287,GVA,BEG,0
24288,GVA,BOD,0
24291,GVA,LUG,0
24292,GVA,STR,0
24293,GVA,TLS,0
24294,GVA,VLC,0
24295,GVA,ZRH,0
24296,LEJ,AMS,0
24297,LEJ,CDG,0
24298,LEJ,ZRH,0
24299,LMP,CTA,0
24300,LMP,PMO,0
24301,LUG,GVA,0
24302,PMO,LMP,0
24303,PMO,PNL,0
24304,PNL,PMO,0
24305,PNL,TPS,0
24306,STR,GVA,0
24307,TLS,GVA,0
24308,TPS,PNL,0
24309,TRN,ZRH,0
24310,VLC,GVA,0
24311,ZRH,FLR,0
24312,ZRH,GVA,0
24313,ZRH,LEJ,0
24314,ZRH,TRN,0
24315,AIA,CDR,0
24316,ALS,DEN,0
24317,ALS,FMN,0
24319,ATL,TTN,0
24320,ATY,PIR,0
24321,AUS,DEN,0
24322,BIS,DEN,0
24323,BKG,DEN,0
24324,BMI,DEN,0
24325,BMI,MCO,0
24326,BNA,DEN,0
24327,BNA,TTN,0
24328,BZN,DEN,0
24329,CDR,DEN,0
24330,CID,DEN,0
24331,CLE,CUN,0
24332,CLE,DEN,0
24333,CLE,PUJ,0
24334,CLE,TTN,0
24335,CLT,TTN,0
24336,CUN,CLE,0
24337,CUN,DEN,0
24338,CUN,MCI,0
24340,CUN,PIT,0
24341,CUN,STL,0
24343,CVG,TTN,0
24344,CYS,DEN,0
24345,CYS,WRL,0
24346,CZM,DEN,0
24347,DCA,DEN,0
24348,DDC,DEN,0
24349,DDC,LBL,0
24350,DEN,AIA,0
24351,DEN,ALS,0
24353,DEN,AUS,0
24354,DEN,BIS,0
24355,DEN,BKG,0
24356,DEN,BMI,0
24357,DEN,BNA,0
24358,DEN,BZN,0
24359,DEN,CID,0
24360,DEN,CLE,0
24361,DEN,CUN,0
24363,DEN,CYS,0
24364,DEN,CZM,0
24365,DEN,DCA,0
24367,DEN,DSM,0
24369,DEN,EUG,0
24370,DEN,FAR,0
24371,DEN,FAT,0
24372,DEN,FLL,0
24373,DEN,FMN,0
24374,DEN,FSD,0
24375,DEN,GEG,0
24376,DEN,GSO,0
24377,DEN,IAH,0
24378,DEN,ILG,0
24379,DEN,IND,0
24380,DEN,LAS,0
24383,DEN,LIR,0
24384,DEN,LIT,0
24385,DEN,MCI,0
24386,DEN,MCO,0
24387,DEN,MDT,0
24388,DEN,MDW,0
24390,DEN,MKE,0
24391,DEN,MOT,0
24392,DEN,MSN,0
24395,DEN,OKC,0
24396,DEN,OMA,0
24397,DEN,PDX,0
24398,DEN,PHF,0
24400,DEN,PIR,0
24401,DEN,PSP,0
24402,DEN,PVR,0
24403,DEN,RSW,0
24404,DEN,SAN,0
24405,DEN,SBA,0
24407,DEN,SFO,0
24408,DEN,SJD,0
24409,DEN,SJO,0
24411,DEN,SNA,0
24412,DEN,STL,0
24413,DEN,TPA,0
24414,DEN,TYS,0
24416,DSM,DEN,0
24418,DTW,ILG,0
24419,DTW,TTN,0
24420,EUG,DEN,0
24421,FAR,DEN,0
24422,FAT,DEN,0
24423,FLL,DEN,0
24424,FLL,TTN,0
24425,FMN,ALS,0
24426,FMN,DEN,0
24427,FMN,SOW,0
24428,FSD,DEN,0
24429,GEG,DEN,0
24430,GSO,DEN,0
24431,HON,PIR,0
24432,IAH,DEN,0
24433,IGM,PGA,0
24434,ILG,DEN,0
24435,ILG,DTW,0
24436,ILG,MCO,0
24437,ILG,MDW,0
24438,ILG,RSW,0
24439,ILG,TPA,0
24440,IND,DEN,0
24441,IND,TTN,0
24442,LAS,DEN,0
24444,LAX,IGM,0
24445,LBL,DDC,0
24446,LBL,DEN,0
24448,LIR,DEN,0
24449,LIT,DEN,0
24451,MBJ,STL,0
24452,MCI,CUN,0
24453,MCI,DEN,0
24454,MCO,BMI,0
24455,MCO,DEN,0
