,Source airport,Destination airport,Stops
12397,EWR,BOG,0
12398,EWR,SAL,0
12399,EYP,BOG,0
12403,FLL,BOG,0
12404,FRA,BOG,0
12405,GIG,BOG,0
12406,GIG,LIM,0
12408,GRU,BOG,0
12409,GRU,LIM,0
12410,GUA,BOG,0
12411,GUA,LAX,0
12413,GUA,SAL,0
12415,GUA,SJO,0
12419,GYE,LIM,0
12420,GYE,SAL,0
12421,HAV,BOG,0
12422,IAD,BOG,0
12423,IAD,SAL,0
12424,IAH,BOG,0
12425,IAH,SAL,0
12426,IBE,BOG,0
12427,JFK,BOG,0
12428,JFK,MDE,0
12429,JFK,SAL,0
12430,JFK,SAP,0
12431,LAX,GUA,0
12432,LAX,SAL,0
12433,LET,BOG,0
12434,LIM,ANF,0
12435,LIM,ASU,0
12436,LIM,BOG,0
12437,LIM,CCS,0
12438,LIM,CLO,0
12440,LIM,GIG,0
12441,LIM,GRU,0
12442,LIM,GYE,0
12444,LIM,MDE,0
12447,LIM,MVD,0
12448,LIM,POA,0
12449,LIM,SAL,0
12451,LIM,SDQ,0
12452,LIM,SJO,0
12453,LIM,UIO,0
12455,LIR,SAL,0
12456,LPB,BOG,0
12458,MAD,BOG,0
12459,MAD,CLO,0
12460,MAD,MDE,0
12461,MCO,BOG,0
12462,MCO,SAL,0
12463,MDE,BAQ,0
12464,MDE,BGA,0
12465,MDE,BOG,0
12466,MDE,CLO,0
12467,MDE,CTG,0
12468,MDE,CUC,0
12469,MDE,JFK,0
12470,MDE,LIM,0
12471,MDE,MAD,0
12473,MDE,SAL,0
12474,MDE,SMR,0
12480,MIA,BAQ,0
12483,MIA,CTG,0
12489,MTR,BOG,0
12490,MVD,LIM,0
12492,MZL,BOG,0
12493,NVA,BOG,0
12494,ORD,SAL,0
12497,PEI,BOG,0
12498,POA,LIM,0
12499,PPN,BOG,0
12501,PSO,CLO,0
12502,PTY,BOG,0
12503,PTY,SAL,0
12504,PTY,SJO,0
12505,PUJ,BOG,0
12506,RCH,BOG,0
12507,RTB,SAL,0
12508,SAL,BOG,0
12509,SAL,BZE,0
12510,SAL,CLO,0
12511,SAL,CUN,0
12513,SAL,EWR,0
12514,SAL,GUA,0
12515,SAL,GYE,0
12516,SAL,IAD,0
12517,SAL,IAH,0
12518,SAL,JFK,0
12519,SAL,LAX,0
12520,SAL,LIM,0
12521,SAL,LIR,0
12522,SAL,MCO,0
12523,SAL,MDE,0
12526,SAL,ORD,0
12527,SAL,PTY,0
12528,SAL,RTB,0
12529,SAL,SAP,0
12530,SAL,SFO,0
12531,SAL,SJO,0
12532,SAL,TGU,0
12533,SAL,UIO,0
12534,SAL,YYZ,0
12536,SAP,JFK,0
12538,SAP,SAL,0
12539,SAP,SJO,0
12541,SCL,BOG,0
12543,SDQ,BOG,0
12544,SDQ,LIM,0
12545,SFO,SAL,0
12547,SJO,BOG,0
12549,SJO,GUA,0
12550,SJO,LIM,0
12552,SJO,PTY,0
12553,SJO,SAL,0
12554,SJO,SAP,0
12555,SJO,TGU,0
12556,SJU,BOG,0
12557,SMR,BOG,0
12558,SMR,MDE,0
12559,TCO,CLO,0
12561,TGU,SAL,0
12562,TGU,SJO,0
12566,UIO,LIM,0
12567,UIO,SAL,0
12568,VUP,BOG,0
12574,YYZ,SAL,0
12577,ACC,TML,0
12580,TML,ACC,0
12581,AGP,HEL,0
12582,AMS,HEL,0
12583,AMS,LIS,0
12584,AMS,OPO,0
12585,ARN,HEL,0
12591,AYT,HEL,0
12592,BCN,HEL,0
12595,BKK,HEL,0
12596,BMA,GOT,0
12597,BMA,HEL,0
12598,BMA,MMX,0
12599,BMA,UME,0
12601,BNE,HKG,0
12604,BRU,HEL,0
12605,BRU,LIS,0
12606,BUD,HEL,0
12614,CKG,HEL,0
12616,CNS,HKG,0
12618,CPH,HEL,0
12624,DBV,HEL,0
12625,DEL,HEL,0
12631,DME,HEL,0
12641,FCO,HEL,0
12649,GOT,BMA,0
12650,GOT,HEL,0
12652,GVA,HEL,0
12653,GVA,LIS,0
12655,GZP,HEL,0
12658,HEL,AGP,0
12659,HEL,AMS,0
12660,HEL,ARN,0
12661,HEL,AYT,0
12662,HEL,BCN,0
12663,HEL,BKK,0
12664,HEL,BMA,0
12665,HEL,BRU,0
12666,HEL,BUD,0
12668,HEL,CKG,0
12669,HEL,CPH,0
12670,HEL,DBV,0
12671,HEL,DEL,0
12672,HEL,DME,0
12674,HEL,FCO,0
12676,HEL,GOT,0
12677,HEL,GVA,0
12678,HEL,GZP,0
12680,HEL,HKG,0
12681,HEL,ICN,0
12682,HEL,IVL,0
12684,HEL,JOE,0
12685,HEL,JYV,0
12686,HEL,KAJ,0
12687,HEL,KAO,0
12688,HEL,KEF,0
12689,HEL,KEM,0
12690,HEL,KIX,0
12691,HEL,KOK,0
12692,HEL,KRK,0
12693,HEL,KUO,0
12694,HEL,LED,0
12696,HEL,LIS,0
12697,HEL,LJU,0
12698,HEL,MAD,0
12700,HEL,MHQ,0
12701,HEL,MSQ,0
12703,HEL,MXP,0
12704,HEL,NCE,0
12705,HEL,NGO,0
12706,HEL,NRK,0
12707,HEL,NRT,0
12708,HEL,OSL,0
12709,HEL,OUL,0
12710,HEL,PEK,0
12711,HEL,PRG,0
12712,HEL,PVG,0
12713,HEL,RIX,0
12714,HEL,RVN,0
12715,HEL,SIN,0
12716,HEL,SVL,0
12717,HEL,SVO,0
12718,HEL,SVX,0
12719,HEL,TAY,0
12720,HEL,TKU,0
12721,HEL,TLL,0
12722,HEL,TLV,0
12723,HEL,TMP,0
12725,HEL,VAA,0
12727,HEL,VNO,0
12728,HEL,WAW,0
12729,HEL,XIY,0
12731,HKG,BNE,0
12732,HKG,CNS,0
12733,HKG,HEL,0
12734,HKG,MEL,0
12735,HKG,SYD,0
12738,ICN,HEL,0
12753,JOE,HEL,0
12754,JYV,HEL,0
12755,JYV,KEM,0
12756,KAJ,HEL,0
12757,KAO,HEL,0
12758,KEF,HEL,0
12759,KEM,HEL,0
12760,KIX,HEL,0
12761,KOK,HEL,0
12762,KRK,HEL,0
12764,KUO,HEL,0
12769,LED,HEL,0
12800,LIS,AMS,0
12801,LIS,BRU,0
12802,LIS,GVA,0
12803,LIS,HEL,0
12805,LIS,ZRH,0
12806,LJU,HEL,0
12810,MAD,HEL,0
12815,MAD,VGO,0
12816,MAD,VLC,0
12821,MEL,HKG,0
12822,MHQ,HEL,0
12828,MMX,BMA,0
12830,MSQ,HEL,0
12833,MXP,HEL,0
12836,NCE,HEL,0
12837,NGO,HEL,0
12838,NRK,HEL,0
12839,NRT,HEL,0
12840,OPO,ZRH,0
12848,OSL,AAL,0
12849,OSL,HEL,0
12852,OUL,HEL,0
12853,PEK,HEL,0
12856,PNA,MAD,0
12857,PRG,HEL,0
12858,PVG,HEL,0
12860,RIX,HEL,0
12861,RVN,HEL,0
12865,SIN,HEL,0
12868,SVL,HEL,0
12869,SVO,HEL,0
12870,SVX,HEL,0
12871,SYD,HKG,0
12875,TAY,HEL,0
12876,TKU,HEL,0
12877,TLL,HEL,0
12878,TLV,HEL,0
12879,TMP,HEL,0
12890,UME,BMA,0
12891,VAA,HEL,0
12892,VGO,MAD,0
12897,VLC,MAD,0
12898,VNO,HEL,0
12899,WAW,HEL,0
12900,XIY,HEL,0
12909,AAL,AMS,0
12913,ACC,FCO,0
12914,AES,AMS,0
12915,AGP,FCO,0
12916,AHO,LIN,0
12917,AHO,TRN,0
12923,AMM,FCO,0
12924,AMS,AAL,0
12925,AMS,AES,0
12926,AMS,ARN,0
12927,AMS,BGO,0
12928,AMS,BLL,0
12929,AMS,BLQ,0
12930,AMS,BRE,0
12931,AMS,BRS,0
12932,AMS,CGN,0
12934,AMS,CPT,0
12936,AMS,CWL,0
12937,AMS,DUS,0
12938,AMS,DXB,0
12939,AMS,FCO,0
12940,AMS,FLR,0
12941,AMS,GLA,0
12942,AMS,HAJ,0
12945,AMS,HUY,0
12946,AMS,KRS,0
12947,AMS,LBA,0
12948,AMS,LIM,0
12950,AMS,MME,0
12951,AMS,NBO,0
12952,AMS,NWI,0
12954,AMS,PTY,0
12955,AMS,SVG,0
12956,AMS,TRD,0
12957,AMS,TRF,0
12958,AMS,TXL,0
12959,AMS,VCE,0
12960,AOI,FCO,0
12961,ARN,AMS,0
12996,ATL,HOU,0
13047,AUH,BKK,0
13050,AUH,CGK,0
13053,AUH,CTU,0
13055,AUH,FCO,0
13056,AUH,JNB,0
13057,AUH,KHI,0
13058,AUH,KRT,0
13059,AUH,KUL,0
13063,AUH,MEL,0
13064,AUH,MLE,0
13065,AUH,MXP,0
13066,AUH,NBO,0
13068,AUH,SEZ,0
13070,AUH,SYD,0
13074,BAY,OTP,0
13075,BCN,FCO,0
13076,BCN,LIN,0
13077,BCN,PMI,0
13078,BCN,TFN,0
13080,BDS,FCO,0
13081,BDS,LIN,0
13082,BEG,FCO,0
13083,BEG,MXP,0
13085,BEY,FCO,0
13086,BEY,MXP,0
13087,BGO,AMS,0
13092,BIO,FCO,0
13093,BKK,AUH,0
13095,BLL,AMS,0
13097,BLQ,AMS,0
13100,BLQ,FCO,0
13101,BLQ,IAS,0
13102,BLQ,LIS,0
13103,BLQ,SVO,0
13111,BOS,FCO,0
13112,BRE,AMS,0
13114,BRI,FCO,0
13116,BRI,TIA,0
13117,BRI,TRN,0
13118,BRS,AMS,0
13119,BRU,FCO,0
13120,BRU,LIN,0
13121,BUD,FCO,0
13124,BZO,FCO,0
13126,CAG,FCO,0
13127,CAG,LIN,0
13128,CAI,FCO,0
13129,CAI,MXP,0
13130,CCS,FCO,0
13200,CGK,AUH,0
13201,CGN,AMS,0
13204,CIY,LIN,0
13206,CLJ,OTP,0
13211,CMB,FCO,0
13217,CPH,FCO,0
13219,CPT,AMS,0
13224,CTA,FCO,0
13229,CTA,NAP,0
13238,CTU,AUH,0
13241,CWL,AMS,0
13245,DEL,FCO,0
13246,DEL,TPE,0
13253,DUS,AMS,0
13256,DXB,AMS,0
13260,EVN,FCO,0
13263,FCO,AGP,0
13265,FCO,AMM,0
13266,FCO,AMS,0
13267,FCO,AOI,0
13270,FCO,AUH,0
13271,FCO,BCN,0
13272,FCO,BDS,0
13273,FCO,BEG,0
13274,FCO,BEY,0
13275,FCO,BIO,0
13276,FCO,BLQ,0
13278,FCO,BOS,0
13279,FCO,BRI,0
13280,FCO,BRU,0
13281,FCO,BUD,0
13282,FCO,BZO,0
13283,FCO,CAG,0
13284,FCO,CAI,0
13285,FCO,CCS,0
13287,FCO,CMB,0
13289,FCO,CPH,0
13290,FCO,CTA,0
13291,FCO,DEL,0
13292,FCO,EVN,0
13294,FCO,FLR,0
13295,FCO,FRA,0
13296,FCO,GIG,0
13297,FCO,GOA,0
13298,FCO,GRU,0
13299,FCO,GVA,0
13300,FCO,GYD,0
13301,FCO,IAS,0
13302,FCO,ICN,0
13303,FCO,IKA,0
13304,FCO,IST,0
13305,FCO,JED,0
13307,FCO,KBP,0
13308,FCO,KIX,0
13309,FCO,KWI,0
13310,FCO,LAX,0
13312,FCO,LED,0
13314,FCO,LIN,0
13315,FCO,LIS,0
13316,FCO,LOS,0
13317,FCO,LUX,0
13319,FCO,MAD,0
13320,FCO,MIA,0
13321,FCO,MLA,0
13324,FCO,MUC,0
13325,FCO,MXP,0
13326,FCO,NAP,0
13328,FCO,NRT,0
13329,FCO,OPO,0
13331,FCO,ORN,0
13332,FCO,OTP,0
13333,FCO,PMO,0
13334,FCO,PRG,0
13335,FCO,PSA,0
13336,FCO,PVG,0
13337,FCO,REG,0
13338,FCO,RIX,0
13339,FCO,RUH,0
13340,FCO,SKG,0
13341,FCO,SKP,0
13342,FCO,SOF,0
13343,FCO,SUF,0
13344,FCO,SVO,0
13346,FCO,TBS,0
13347,FCO,TGD,0
13348,FCO,TIA,0
13352,FCO,TRN,0
13353,FCO,TRS,0
13354,FCO,TUN,0
13355,FCO,VCE,0
13357,FCO,VLC,0
13358,FCO,VRN,0
13359,FCO,WAW,0
13361,FCO,ZRH,0
13363,FLR,AMS,0
13365,FLR,FCO,0
13366,FLR,GVA,0
13367,FRA,FCO,0
13368,FRA,HAN,0
13369,FRA,LIN,0
13370,FRA,SGN,0
13371,FRU,SVO,0
13375,GIG,FCO,0
13376,GLA,AMS,0
13379,GOA,FCO,0
13383,GRU,FCO,0
13385,GVA,FCO,0
13386,GVA,FLR,0
13387,GYD,FCO,0
13388,GYD,MXP,0
13389,HAJ,AMS,0
13394,HAN,FRA,0
13397,HOU,ATL,0
13399,HUY,AMS,0
13404,IAS,BLQ,0
13405,IAS,FCO,0
13406,IAS,OTP,0
13407,IAS,TRN,0
13408,IBZ,MAD,0
13409,ICN,MXP,0
13411,IKA,FCO,0
13414,IST,FCO,0
13417,JED,FCO,0
13418,JED,MXP,0
13425,JFK,VCE,0
13428,JNB,AUH,0
13430,KBP,FCO,0
13431,KHI,AUH,0
13433,KIX,FCO,0
13434,KRS,AMS,0
13435,KRT,AUH,0
13436,KUL,AUH,0
13438,KWI,FCO,0
13441,LAX,FCO,0
13442,LBA,AMS,0
13444,LCG,MAD,0
13447,LED,FCO,0
13448,LED,MXP,0
13455,LIM,AMS,0
13457,LIN,AHO,0
13459,LIN,BCN,0
13460,LIN,BDS,0
13462,LIN,BRU,0
13463,LIN,CAG,0
13465,LIN,CIY,0
13467,LIN,FCO,0
13468,LIN,FRA,0
13473,LIN,OTP,0
13475,LIN,PRG,0
13476,LIN,PSR,0
13477,LIN,REG,0
13478,LIN,SUF,0
13479,LIN,TRS,0
13480,LIN,VIE,0
13481,LIN,WAW,0
13482,LIS,BLQ,0
13484,LIS,FCO,0
13485,LIS,MXP,0
13486,LIS,VCE,0
13490,LUX,FCO,0
13491,LUX,MXP,0
13497,MAD,FCO,0
13498,MAD,FUE,0
13499,MAD,IBZ,0
13500,MAD,LCG,0
13501,MAD,LPA,0
13503,MAD,PMI,0
13504,MAD,TFN,0
13510,MEL,AUH,0
13519,MIA,FCO,0
13522,MLA,FCO,0
13523,MLE,AUH,0
13524,MME,AMS,0
13538,MUC,FCO,0
13539,MXP,AUH,0
13540,MXP,BEG,0
13541,MXP,BEY,0
13542,MXP,CAI,0
13544,MXP,FCO,0
13545,MXP,GYD,0
13546,MXP,JED,0
13548,MXP,LED,0
13549,MXP,LIS,0
13550,MXP,LUX,0
13553,MXP,NRT,0
13555,MXP,OPO,0
13556,MXP,RIX,0
13557,MXP,RUH,0
13558,MXP,SOF,0
13559,MXP,SVO,0
13561,MXP,TUN,0
13564,NAP,CTA,0
13565,NAP,FCO,0
13567,NAP,PMO,0
13568,NAP,TRN,0
13569,NAP,TRS,0
13570,NBO,AMS,0
13571,NBO,AUH,0
13579,NRT,FCO,0
13580,NRT,MXP,0
13581,NRT,VCE,0
13585,NWI,AMS,0
13586,OLB,RIX,0
13588,OMR,OTP,0
13589,OPO,FCO,0
13590,OPO,MXP,0
13594,ORN,FCO,0
13597,OTP,BAY,0
13598,OTP,CLJ,0
13599,OTP,FCO,0
13600,OTP,IAS,0
13602,OTP,LIN,0
13603,OTP,OMR,0
13604,OTP,SUJ,0
13605,OTP,TSR,0
13607,PEK,AUH,0
13611,PMI,BCN,0
13612,PMI,MAD,0
13616,PMO,FCO,0
13619,PMO,NAP,0
13626,PRG,FCO,0
13627,PRG,LIN,0
13631,PSA,FCO,0
13636,PSR,LIN,0
13637,PTY,AMS,0
13641,PVG,FCO,0
13643,REG,FCO,0
13644,REG,LIN,0
13645,REG,TRN,0
13647,RIX,FCO,0
13648,RIX,MXP,0
13649,RIX,OLB,0
13650,RIX,VCE,0
13654,RUH,FCO,0
13655,RUH,MXP,0
13662,SEZ,AUH,0
13666,SGN,FRA,0
13669,SKG,FCO,0
13670,SKP,FCO,0
13673,SOF,FCO,0
13674,SOF,MXP,0
13680,SUF,FCO,0
13681,SUF,LIN,0
13684,SUJ,OTP,0
13685,SVG,AMS,0
13687,SVO,BLQ,0
13689,SVO,FCO,0
13690,SVO,FRU,0
13691,SVO,MXP,0
13694,SVO,TAS,0
13695,SVO,VCE,0
13698,SYD,AUH,0
13699,TAS,SVO,0
13700,TBS,FCO,0
13701,TFN,MAD,0
13702,TGD,FCO,0
13703,TGM,OTP,0
13705,TIA,BRI,0
13706,TIA,FCO,0
13710,TIA,TRN,0
13720,TPE,DEL,0
13721,TRD,AMS,0
13722,TRF,AMS,0
13723,TRN,AHO,0
13724,TRN,BRI,0
13727,TRN,FCO,0
13728,TRN,IAS,0
13729,TRN,NAP,0
13731,TRN,REG,0
13733,TRN,TIA,0
13734,TRS,FCO,0
13735,TRS,LIN,0
13736,TRS,NAP,0
13737,TSR,OTP,0
13738,TUN,FCO,0
13739,TUN,MXP,0
13741,TXL,AMS,0
13747,VCE,AMS,0
13752,VCE,FCO,0
13753,VCE,JFK,0
13755,VCE,LIS,0
13758,VCE,NRT,0
13761,VCE,RIX,0
13763,VCE,SVO,0
13770,VIE,LIN,0
13771,VLC,FCO,0
13775,VRN,FCO,0
13778,WAW,FCO,0
13779,WAW,LIN,0
13785,ZRH,FCO,0
13786,AER,MSQ,0
13787,AMS,MSQ,0
13788,ARN,MSQ,0
13789,ASB,MSQ,0
13790,AUH,MSQ,0
13791,BCN,MSQ,0
13792,BEG,BUD,0
13793,BEY,MSQ,0
13794,BUD,BEG,0
13795,BUD,MSQ,0
13796,BUS,MSQ,0
13797,CDG,MSQ,0
13798,DME,MSQ,0
13799,EVN,MSQ,0
13800,FCO,MSQ,0
13801,FRA,MSQ,0
13802,GVA,MSQ,0
13803,GYD,MSQ,0
13804,HAJ,MSQ,0
13806,IKA,MSQ,0
13807,IST,MSQ,0
13808,KBP,MSQ,0
13809,KGD,MSQ,0
13810,KRR,MSQ,0
13811,KUF,MSQ,0
13812,KUT,MSQ,0
13813,LCA,MSQ,0
13814,LED,MSQ,0
13815,LGW,MSQ,0
13816,MSQ,AER,0
13817,MSQ,AMS,0
13818,MSQ,ARN,0
13819,MSQ,ASB,0
13820,MSQ,AUH,0
13821,MSQ,BCN,0
13822,MSQ,BEY,0
13823,MSQ,BUD,0
13824,MSQ,BUS,0
13825,MSQ,CDG,0
13826,MSQ,DME,0
13827,MSQ,EVN,0
13828,MSQ,FCO,0
13829,MSQ,FRA,0
13830,MSQ,GVA,0
13831,MSQ,GYD,0
13832,MSQ,HAJ,0
13834,MSQ,IKA,0
13835,MSQ,IST,0
13836,MSQ,KBP,0
13837,MSQ,KGD,0
13838,MSQ,KRR,0
13839,MSQ,KUF,0
13840,MSQ,KUT,0
13841,MSQ,LCA,0
13842,MSQ,LED,0
13843,MSQ,LGW,0
13844,MSQ,MXP,0
13845,MSQ,NCE,0
13846,MSQ,PRG,0
13847,MSQ,RIX,0
13848,MSQ,SVX,0
13849,MSQ,SXF,0
13850,MSQ,TBS,0
13851,MSQ,TLV,0
13852,MSQ,TSE,0
13853,MSQ,VIE,0
13854,MSQ,VNO,0
13855,MSQ,WAW,0
13856,MXP,MSQ,0
13857,NCE,MSQ,0
13858,PRG,MSQ,0
13859,RIX,MSQ,0
13860,SVX,MSQ,0
13861,SXF,MSQ,0
13862,TBS,MSQ,0
13863,TLV,MSQ,0
13864,TSE,MSQ,0
13865,VIE,MSQ,0
13866,VNO,MSQ,0
13867,WAW,MSQ,0
13868,ASV,WIL,0
13869,HAH,MBA,0
13870,HGA,WJR,0
13871,KTL,WIL,0
13873,LKG,WIL,0
13874,MBA,HAH,0
13876,MGQ,WJR,0
13877,MRE,WIL,0
13878,MYD,WIL,0
13881,NBO,WJR,0
13882,UKA,WIL,0
13883,WIL,ASV,0
13884,WIL,KTL,0
13885,WIL,LAU,0
13886,WIL,LKG,0
13887,WIL,MRE,0
13888,WIL,UKA,0
13889,WIL,WJR,0
13890,WJR,HGA,0
13891,WJR,MGQ,0
13892,WJR,NBO,0
13893,WJR,WIL,0
13894,ABQ,JFK,0
13895,AUA,BOS,0
13896,AUA,JFK,0
13897,AUS,BOS,0
13898,AUS,FLL,0
13900,AUS,LGB,0
13901,AUS,MCO,0
13902,AUS,SFO,0
13903,AZS,JFK,0
13905,BDL,FLL,0
13906,BDL,MCO,0
13907,BDL,PBI,0
13908,BDL,SJU,0
13909,BDL,TPA,0
13910,BGI,JFK,0
13913,BOS,AUA,0
13914,BOS,AUS,0
13916,BOS,BWI,0
13917,BOS,CHS,0
13921,BOS,DEN,0
13923,BOS,DTW,0
13924,BOS,DXB,0
13925,BOS,EWR,0
13926,BOS,FLL,0
13927,BOS,HOU,0
13928,BOS,IAD,0
13929,BOS,JAX,0
13931,BOS,LAS,0
13933,BOS,LGB,0
13934,BOS,MCO,0
13935,BOS,MSY,0
13936,BOS,NAS,0
13938,BOS,PBI,0
13943,BOS,PLS,0
13944,BOS,PUJ,0
13945,BOS,RDU,0
13947,BOS,RSW,0
13949,BOS,SAV,0
13950,BOS,SDQ,0
13952,BOS,SFO,0
13953,BOS,SJC,0
13954,BOS,SJU,0
13955,BOS,STI,0
13956,BOS,STT,0
13957,BOS,SXM,0
13958,BOS,TPA,0
13959,BQN,JFK,0
13960,BQN,MCO,0
13961,BTV,JFK,0
13963,BUF,JFK,0
13964,BUF,MCO,0
13965,BUR,JFK,0
13966,BWI,BOS,0
13967,CHS,BOS,0
13968,CHS,JFK,0
13971,CTG,JFK,0
13973,CUN,FLL,0
13979,DCA,SJU,0
13981,DEN,BOS,0
13982,DEN,JFK,0
13984,DFW,DXB,0
13985,DTW,BOS,0
13986,DXB,BOS,0
13987,DXB,DFW,0
13988,DXB,IAD,0
13989,DXB,IAH,0
13990,DXB,JFK,0
13991,DXB,LAX,0
13992,DXB,MXP,0
13993,DXB,SEA,0
13994,DXB,SFO,0
13995,EWR,BOS,0
13996,EWR,FLL,0
13997,EWR,MCO,0
13998,EWR,PBI,0
13999,EWR,RSW,0
14000,EWR,SJU,0
14001,EWR,STI,0
14002,EWR,TPA,0
14003,FLL,AUS,0
14004,FLL,BDL,0
14006,FLL,BOS,0
14007,FLL,CUN,0
14009,FLL,EWR,0
14010,FLL,HPN,0
14011,FLL,JFK,0
14012,FLL,KIN,0
14013,FLL,LAX,0
14014,FLL,LGA,0
14015,FLL,LIM,0
14016,FLL,MBJ,0
14017,FLL,MDE,0
14018,FLL,NAS,0
14019,FLL,ORH,0
14021,FLL,POS,0
14022,FLL,PUJ,0
14023,FLL,PVD,0
14024,FLL,RDU,0
14025,FLL,RIC,0
14026,FLL,SDQ,0
14027,FLL,SFO,0
14028,FLL,SJO,0
14029,FLL,SJU,0
14030,FLL,SWF,0
14031,GCM,JFK,0
14032,HOU,BOS,0
14033,HOU,JFK,0
14034,HPN,FLL,0
14035,HPN,MCO,0
14036,HPN,PBI,0
14037,HPN,RSW,0
14038,HPN,TPA,0
14039,IAD,BOS,0
14040,IAD,DXB,0
14041,IAD,JFK,0
14042,IAD,LGB,0
14043,IAH,DXB,0
14044,JAX,BOS,0
14045,JAX,JFK,0
14046,JAX,SJU,0
14047,JFK,ABQ,0
14048,JFK,AUA,0
14050,JFK,AZS,0
14052,JFK,BGI,0
14054,JFK,BQN,0
14055,JFK,BTV,0
14056,JFK,BUF,0
14057,JFK,BUR,0
14058,JFK,CHS,0
14060,JFK,CTG,0
14062,JFK,DEN,0
14063,JFK,DXB,0
14064,JFK,FLL,0
14065,JFK,GCM,0
14066,JFK,HOU,0
14067,JFK,IAD,0
14068,JFK,JAX,0
14069,JFK,JNB,0
14070,JFK,KIN,0
14073,JFK,LGB,0
14074,JFK,LIR,0
14075,JFK,LRM,0
14076,JFK,MBJ,0
14080,JFK,NAS,0
14081,JFK,OAK,0
14084,JFK,PBI,0
14085,JFK,PDX,0
14087,JFK,PLS,0
14088,JFK,POP,0
14089,JFK,POS,0
14090,JFK,PSE,0
14091,JFK,PUJ,0
14092,JFK,PWM,0
14094,JFK,ROC,0
14095,JFK,RSW,0
14097,JFK,SAV,0
14098,JFK,SDQ,0
14101,JFK,SJC,0
14103,JFK,SLC,0
14104,JFK,SMF,0
14105,JFK,SRQ,0
14106,JFK,STI,0
14108,JFK,SYR,0
14110,JFK,UVF,0
14111,JNB,JFK,0
14112,KIN,FLL,0
14113,KIN,JFK,0
14114,LAS,BOS,0
14116,LAS,LGB,0
14118,LAX,DXB,0
14119,LAX,FLL,0
14121,LGA,FLL,0
14122,LGA,MCO,0
14124,LGA,RSW,0
14125,LGA,SRQ,0
14126,LGA,TPA,0
14127,LGB,AUS,0
14128,LGB,BOS,0
14129,LGB,IAD,0
14130,LGB,JFK,0
14131,LGB,LAS,0
14132,LGB,OAK,0
14135,LGB,SFO,0
14136,LGB,SLC,0
14137,LGB,SMF,0
14138,LIM,FLL,0
14139,LIR,JFK,0
14140,LRM,JFK,0
14141,MBJ,FLL,0
14142,MBJ,JFK,0
14143,MBJ,MCO,0
14144,MCO,AUS,0
14145,MCO,BDL,0
14147,MCO,BOS,0
14148,MCO,BQN,0
14149,MCO,BUF,0
14152,MCO,EWR,0
14153,MCO,HPN,0
14155,MCO,LGA,0
14156,MCO,MBJ,0
14157,MCO,NAS,0
14158,MCO,ORH,0
14159,MCO,PSE,0
14160,MCO,PVD,0
14161,MCO,RIC,0
14162,MCO,SDQ,0
14163,MCO,SJO,0
14164,MCO,SJU,0
14165,MCO,SWF,0
14166,MCO,SYR,0
14167,MDE,FLL,0
14168,MSY,BOS,0
14170,MXP,DXB,0
14172,NAS,BOS,0
14173,NAS,FLL,0
14174,NAS,JFK,0
14175,NAS,MCO,0
14176,OAK,JFK,0
14177,OAK,LGB,0
14181,ORH,FLL,0
14182,ORH,MCO,0
14185,PBI,BDL,0
14186,PBI,BOS,0
14187,PBI,EWR,0
14188,PBI,HPN,0
14189,PBI,JFK,0
14191,PBI,SJU,0
14193,PDX,JFK,0
14199,PLS,BOS,0
14200,PLS,JFK,0
14201,POP,JFK,0
14202,POS,FLL,0
14203,POS,JFK,0
14204,PSE,JFK,0
14205,PSE,MCO,0
14206,PUJ,BOS,0
14207,PUJ,FLL,0
14208,PUJ,JFK,0
14209,PUJ,SJU,0
14210,PVD,FLL,0
14211,PVD,MCO,0
14212,PWM,JFK,0
14213,RDU,BOS,0
14214,RDU,FLL,0
14217,RIC,FLL,0
14218,RIC,MCO,0
14219,ROC,JFK,0
14220,RSW,BOS,0
14221,RSW,EWR,0
14222,RSW,HPN,0
14223,RSW,JFK,0
14224,RSW,LGA,0
14227,SAV,BOS,0
14228,SAV,JFK,0
14229,SDQ,BOS,0
14230,SDQ,FLL,0
14231,SDQ,JFK,0
14232,SDQ,MCO,0
14233,SDQ,SJU,0
14235,SEA,DXB,0
14238,SFO,AUS,0
14239,SFO,BOS,0
14240,SFO,DXB,0
14241,SFO,FLL,0
14243,SFO,LGB,0
14244,SJC,BOS,0
14245,SJC,JFK,0
14246,SJO,FLL,0
14247,SJO,MCO,0
14248,SJU,BDL,0
14249,SJU,BOS,0
14250,SJU,DCA,0
14251,SJU,EWR,0
14252,SJU,FLL,0
14253,SJU,JAX,0
14255,SJU,MCO,0
14257,SJU,PBI,0
14258,SJU,PUJ,0
14259,SJU,SDQ,0
14260,SJU,STI,0
14263,SJU,SXM,0
14264,SJU,TPA,0
14265,SLC,JFK,0
14266,SLC,LGB,0
14267,SMF,JFK,0
14268,SMF,LGB,0
14269,SRQ,JFK,0
14270,SRQ,LGA,0
14271,STI,BOS,0
14272,STI,EWR,0
14273,STI,JFK,0
14274,STI,SJU,0
14277,SWF,FLL,0
14278,SWF,MCO,0
14279,SXM,BOS,0
14281,SXM,SJU,0
14282,SYR,JFK,0
14283,SYR,MCO,0
14284,TPA,BDL,0
14285,TPA,BOS,0
14287,TPA,EWR,0
14288,TPA,HPN,0
14290,TPA,LGA,0
14291,TPA,SJU,0
14292,UVF,JFK,0
14293,CAN,RMQ,0
